HOG,Orthogroup,product,genes
N0.HOG0004348,OG0003247,transmembrane O-mannosyltransferase targeting cadherins 1,TMTC1
N0.HOG0004348,OG0003247,,TMTC1
N0.HOG0004348,OG0003247,transmembrane and tetratricopeptide repeat containing 1,TMTC1
N0.HOG0004349,OG0003248,WASH complex subunit 1,WASHC1 
N0.HOG0004349,OG0003248,,WASHC1 
N0.HOG0004349,OG0003248,WASH complex subunit 1-like,WASHC1 
N0.HOG0004350,OG0003249,DNA damage-inducible transcript 4 protein-like,DDIT4
N0.HOG0004350,OG0003249,DNA damage inducible transcript 4,DDIT4
N0.HOG0004350,OG0003249,,DDIT4
N0.HOG0004351,OG0003250,glutathione peroxidase 1,GPX1 
N0.HOG0004351,OG0003250,,GPX1 
N0.HOG0004351,OG0003250,glutathione peroxidase 1-like,GPX1 
N0.HOG0004352,OG0003251,FA complementation group D2,FANCD2 
N0.HOG0004352,OG0003251,,FANCD2 
N0.HOG0004352,OG0003251,Fanconi anemia group D2 protein-like,FANCD2 
N0.HOG0004353,OG0003252,GDP-mannose pyrophosphorylase B,GMPPB GMPPB-A
N0.HOG0004353,OG0003252,,GMPPB GMPPB-A
N0.HOG0004353,OG0003252,mannose-1-phosphate guanyltransferase beta-A-like,GMPPB GMPPB-A
N0.HOG0004354,OG0003253,cadherin related family member 4,CDHR4 
N0.HOG0004354,OG0003253,cadherin-related family member 4,CDHR4 
N0.HOG0004355,OG0003254,cell division cycle 25C,CDC25C 
N0.HOG0004355,OG0003254,,CDC25C 
N0.HOG0004355,OG0003254,M-phase inducer phosphatase 1-A-like,CDC25C 
N0.HOG0004356,OG0003255,kinesin family member 20A,KIF20A 
N0.HOG0004356,OG0003255,,KIF20A 
N0.HOG0004356,OG0003255,kinesin-like protein KIF20A,KIF20A 
N0.HOG0004357,OG0003256,beta-1 4-galactosyltransferase 7,B4GALT7 
N0.HOG0004357,OG0003256,,B4GALT7 
N0.HOG0004358,OG0003257,transmembrane p24 trafficking protein 9,TMED9 
N0.HOG0004358,OG0003257,,TMED9 
N0.HOG0004358,OG0003257,transmembrane emp24 domain-containing protein 9,TMED9 
N0.HOG0004359,OG0003258,regulator of G protein signaling 14,RGS14 
N0.HOG0004359,OG0003258,,RGS14 
N0.HOG0004359,OG0003258,regulator of G-protein signaling 14-like,RGS14 
N0.HOG0004360,OG0003259,histone-lysine N-methyltransferase SETMAR,
N0.HOG0004361,OG0003260,WD repeat domain 19,WDR19 
N0.HOG0004361,OG0003260,,WDR19 
N0.HOG0004361,OG0003260,WD repeat-containing protein 19-like,WDR19 
N0.HOG0004362,OG0003261,toll-like receptor 6,TLR6
N0.HOG0004362,OG0003261,toll like receptor 6,TLR6
N0.HOG0004363,OG0003262,phosphoglucomutase 2,PGM2 
N0.HOG0004363,OG0003262,,PGM2 
N0.HOG0004363,OG0003262,phosphoglucomutase-2,PGM2 
N0.HOG0004363,OG0003262,phosphoglucomutase-2-like,PGM2 
N0.HOG0004364,OG0003263,RELT like 1,RELL1 
N0.HOG0004364,OG0003263,,RELL1 
N0.HOG0004364,OG0003263,RELT-like protein 1,RELL1 
N0.HOG0004365,OG0003264,SH3 and multiple ankyrin repeat domains 2,SHANK2
N0.HOG0004365,OG0003264,,SHANK2
N0.HOG0004366,OG0003265,small nuclear RNA activating complex polypeptide 4,SNAPC4 
N0.HOG0004366,OG0003265,snRNA-activating protein complex subunit 4-like,SNAPC4 
N0.HOG0004367,OG0003266,protein phosphatase 1 regulatory subunit 26,PPP1R26
N0.HOG0004368,OG0003267,mitochondrial ribosomal protein S2,MRPS2 
N0.HOG0004368,OG0003267,,MRPS2 
N0.HOG0004368,OG0003267,28S ribosomal protein S2  mitochondrial-like,MRPS2 
N0.HOG0004368,OG0003267,28S ribosomal protein S2  mitochondrial,MRPS2 
N0.HOG0004369,OG0003268,EGF like domain multiple 7,EGFL7
N0.HOG0004370,OG0003269,peptidase  mitochondrial processing subunit alpha,PMPCA 
N0.HOG0004370,OG0003269,,PMPCA 
N0.HOG0004370,OG0003269,peptidase  mitochondrial processing alpha subunit,PMPCA 
N0.HOG0004370,OG0003269,mitochondrial-processing peptidase subunit alpha-like,PMPCA 
N0.HOG0004370,OG0003269,mitochondrial-processing peptidase subunit alpha,PMPCA 
N0.HOG0004371,OG0003270,collagen type V alpha 1 chain,COL5A1 
N0.HOG0004371,OG0003270,,COL5A1 
N0.HOG0004371,OG0003270,collagen alpha-1(V) chain-like,COL5A1 
N0.HOG0004371,OG0003270,collagen alpha-1(V) chain,COL5A1 
N0.HOG0004372,OG0003271,cadherin EGF LAG seven-pass G-type receptor 3,CELSR3 
N0.HOG0004372,OG0003271,,CELSR3 
N0.HOG0004372,OG0003271,cadherin EGF LAG seven-pass G-type receptor 3-like,CELSR3 
N0.HOG0004373,OG0003272,rho guanine nucleotide exchange factor 5-like,ARHGEF5
N0.HOG0004373,OG0003272,rho guanine nucleotide exchange factor 5,ARHGEF5
N0.HOG0004373,OG0003272,Rho guanine nucleotide exchange factor 5,ARHGEF5
N0.HOG0004374,OG0003273,prostaglandin E receptor 3,PTGER3 
N0.HOG0004374,OG0003273,,PTGER3 
N0.HOG0004374,OG0003273,prostaglandin E2 receptor EP3 subtype-like,PTGER3 
N0.HOG0004375,OG0003274,SERPINE1 mRNA binding protein 1,SERBP1 
N0.HOG0004375,OG0003274,,SERBP1 
N0.HOG0004375,OG0003274,plasminogen activator inhibitor 1 RNA-binding protein,SERBP1 
N0.HOG0004376,OG0003275,dynein axonemal intermediate chain 4,DNAI4 WDR78
N0.HOG0004376,OG0003275,,DNAI4 WDR78
N0.HOG0004376,OG0003275,WD repeat domain 78,DNAI4 WDR78
N0.HOG0004377,OG0003276,SH3GL interacting endocytic adaptor 1,SGIP1 
N0.HOG0004377,OG0003276,,SGIP1 
N0.HOG0004377,OG0003276,SH3 domain GRB2 like endophilin interacting protein 1,SGIP1 
N0.HOG0004377,OG0003276,SH3-containing GRB2-like protein 3-interacting protein 1,SGIP1 
N0.HOG0004378,OG0003277,Janus kinase 2,JAK2  JAK3
N0.HOG0004378,OG0003277,,JAK2  JAK3
N0.HOG0004378,OG0003277,tyrosine-protein kinase JAK2,JAK2  JAK3
N0.HOG0004378,OG0003277,Janus kinase 3,JAK2  JAK3
N0.HOG0004379,OG0003278,RNA terminal phosphate cyclase like 1,RCL1 
N0.HOG0004379,OG0003278,,RCL1 
N0.HOG0004379,OG0003278,RNA 3'-terminal phosphate cyclase-like protein,RCL1 
N0.HOG0004380,OG0003279,adenylate kinase 3,AK3 
N0.HOG0004380,OG0003279,,AK3 
N0.HOG0004380,OG0003279,GTP:AMP phosphotransferase AK3  mitochondrial-like,AK3 
N0.HOG0004381,OG0003280,spermatogenesis associated 6 like,SPATA6L 
N0.HOG0004381,OG0003280,spermatogenesis-associated protein 6-like,SPATA6L 
N0.HOG0004382,OG0003281,GLIS family zinc finger 3,GLIS3 
N0.HOG0004382,OG0003281,,GLIS3 
N0.HOG0004382,OG0003281,zinc finger protein GLIS3-like,GLIS3 
N0.HOG0004383,OG0003282,regulatory factor X3,RFX3 
N0.HOG0004383,OG0003282,,RFX3 
N0.HOG0004383,OG0003282,transcription factor RFX3-like,RFX3 
N0.HOG0004384,OG0003283,SR-related CTD associated factor 8,SCAF8 
N0.HOG0004384,OG0003283,,SCAF8 
N0.HOG0004384,OG0003283,protein SCAF8-like,SCAF8 
N0.HOG0004385,OG0003284,TIAM Rac1 associated GEF 2,TIAM2 
N0.HOG0004385,OG0003284,,TIAM2 
N0.HOG0004385,OG0003284,T cell lymphoma invasion and metastasis 2,TIAM2 
N0.HOG0004385,OG0003284,T-lymphoma invasion and metastasis-inducing protein 2-like,TIAM2 
N0.HOG0004385,OG0003284,T-lymphoma invasion and metastasis-inducing protein 2,TIAM2 
N0.HOG0004386,OG0003285,transmembrane protein 242,TMEM242 
N0.HOG0004386,OG0003285,transmembrane protein 242-like,TMEM242 
N0.HOG0004387,OG0003286,fibronectin type III domain containing 1,FNDC1 
N0.HOG0004387,OG0003286,fibronectin type III domain-containing protein 1-like,FNDC1 
N0.HOG0004388,OG0003287,solute carrier family 22 member 3,SLC22A3 
N0.HOG0004388,OG0003287,solute carrier family 22 member 3-like,SLC22A3 
N0.HOG0004389,OG0003288,calbindin 1,CALB1
N0.HOG0004389,OG0003288,,CALB1
N0.HOG0004390,OG0003289,2 4-dienoyl-CoA reductase 1,DECR1
N0.HOG0004390,OG0003289,,DECR1
N0.HOG0004391,OG0003290,nibrin,NBN
N0.HOG0004392,OG0003291,oxidative stress induced growth inhibitor family member 2,OSGIN2
N0.HOG0004393,OG0003292,receptor interacting serine/threonine kinase 2,RIPK2
N0.HOG0004393,OG0003292,,RIPK2
N0.HOG0004394,OG0003293,ER membrane protein complex subunit 8,EMC8 
N0.HOG0004394,OG0003293,,EMC8 
N0.HOG0004394,OG0003293,ER membrane protein complex subunit 8-like,EMC8 
N0.HOG0004395,OG0003294,cysteine rich secretory protein LCCL domain containing 2,CRISPLD2 
N0.HOG0004395,OG0003294,,CRISPLD2 
N0.HOG0004395,OG0003294,cysteine-rich secretory protein LCCL domain-containing 2-like,CRISPLD2 
N0.HOG0004396,OG0003295,von Willebrand factor A domain-containing protein 7-like,
N0.HOG0004397,OG0003296,serine/threonine kinase 19,STK19
N0.HOG0004398,OG0003297,decapping exoribonuclease,DXO
N0.HOG0004399,OG0003298,negative elongation factor complex member E,NELFE 
N0.HOG0004399,OG0003298,negative elongation factor E,NELFE 
N0.HOG0004400,OG0003299,tubulin epsilon and delta complex 2,TEDC2
N0.HOG0004401,OG0003300,ankyrin repeat and fibronectin type-III domain-containing protein 1-like,ANKFN1
N0.HOG0004401,OG0003300,,ANKFN1
N0.HOG0004402,OG0003301,UPF0488 protein C8orf33-like,
N0.HOG0004402,OG0003301,UPF0488 protein CG14286-like,
N0.HOG0004403,OG0003302,telomere maintenance 2,TELO2 
N0.HOG0004403,OG0003302,telomere length regulation protein TEL2 homolog,TELO2 
N0.HOG0004404,OG0003303,mitogen-activated protein kinase 8 interacting protein 3,MAPK8IP3 
N0.HOG0004404,OG0003303,,MAPK8IP3 
N0.HOG0004404,OG0003303,C-Jun-amino-terminal kinase-interacting protein 3-like,MAPK8IP3 
N0.HOG0004405,OG0003304,WW domain-binding protein 2-like,
N0.HOG0004406,OG0003305,RRN3 homolog  RNA polymerase I transcription factor,RRN3 
N0.HOG0004406,OG0003305,,RRN3 
N0.HOG0004406,OG0003305,RNA polymerase I-specific transcription initiation factor RRN3-like,RRN3 
N0.HOG0004407,OG0003306,N-terminal asparagine amidase,NTAN1 
N0.HOG0004407,OG0003306,,NTAN1 
N0.HOG0004407,OG0003306,protein N-terminal asparagine amidohydrolase-like,NTAN1 
N0.HOG0004408,OG0003307,xylosyltransferase 1,XYLT1 
N0.HOG0004408,OG0003307,,XYLT1 
N0.HOG0004408,OG0003307,xylosyltransferase 1-like,XYLT1 
N0.HOG0004409,OG0003308,ribosomal protein S15a,RPS15A
N0.HOG0004409,OG0003308,,RPS15A
N0.HOG0004409,OG0003308,40S ribosomal protein S15a,RPS15A
N0.HOG0004410,OG0003309,C-type lectin domain containing 19A,CLEC19A 
N0.HOG0004410,OG0003309,C-type lectin domain family 19 member A-like,CLEC19A 
N0.HOG0004411,OG0003310,coenzyme Q7  hydroxylase,COQ7
N0.HOG0004411,OG0003310,,COQ7
N0.HOG0004412,OG0003311,transmembrane channel like 5,TMC5 
N0.HOG0004412,OG0003311,,TMC5 
N0.HOG0004412,OG0003311,transmembrane channel-like protein 5,TMC5 
N0.HOG0004413,OG0003312,glycerophosphodiester phosphodiesterase 1,GDE1 
N0.HOG0004413,OG0003312,,GDE1 
N0.HOG0004413,OG0003312,glycerophosphodiester phosphodiesterase 1-like,GDE1 
N0.HOG0004414,OG0003313,RNA exonuclease 5,REXO5 
N0.HOG0004414,OG0003313,RNA exonuclease 5-like,REXO5 
N0.HOG0004415,OG0003314,LYR motif containing 1,LYRM1 
N0.HOG0004415,OG0003314,LYR motif-containing protein 1-like,LYRM1 
N0.HOG0004416,OG0003315,cytochrome b-c1 complex subunit 2  mitochondrial,UQCRC2
N0.HOG0004416,OG0003315,,UQCRC2
N0.HOG0004416,OG0003315,cytochrome b-c1 complex subunit 2  mitochondrial-like,UQCRC2
N0.HOG0004417,OG0003316,von Willebrand factor A domain containing 3A,VWA3A 
N0.HOG0004417,OG0003316,von Willebrand factor A domain-containing protein 3A-like,VWA3A 
N0.HOG0004418,OG0003317,otoancorin,OTOA 
N0.HOG0004418,OG0003317,otoancorin-like,OTOA 
N0.HOG0004419,OG0003318,eukaryotic translation initiation factor 2 alpha kinase 1,EIF2AK1 
N0.HOG0004419,OG0003318,,EIF2AK1 
N0.HOG0004419,OG0003318,eukaryotic translation initiation factor 2-alpha kinase 1-like,EIF2AK1 
N0.HOG0004420,OG0003319,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,AIMP2 
N0.HOG0004420,OG0003319,,AIMP2 
N0.HOG0004420,OG0003319,aminoacyl tRNA synthase complex-interacting multifunctional protein 2-like,AIMP2 
N0.HOG0004421,OG0003320,PMS1 homolog 2  mismatch repair system component,PMS2 
N0.HOG0004421,OG0003320,,PMS2 
N0.HOG0004421,OG0003320,mismatch repair endonuclease PMS2-like,PMS2 
N0.HOG0004422,OG0003321,lemur tyrosine kinase 2,LMTK2
N0.HOG0004422,OG0003321,,LMTK2
N0.HOG0004423,OG0003322,BAR/IMD domain containing adaptor protein 2 like 1,BAIAP2L1
N0.HOG0004423,OG0003322,,BAIAP2L1
N0.HOG0004423,OG0003322,BAI1 associated protein 2 like 1,BAIAP2L1
N0.HOG0004424,OG0003323,neuronal pentraxin 2,NPTX2 
N0.HOG0004424,OG0003323,neuronal pentraxin-2,NPTX2 
N0.HOG0004425,OG0003324,dynein axonemal assembly factor 5,DNAAF5 
N0.HOG0004425,OG0003324,dynein assembly factor 5  axonemal-like,DNAAF5 
N0.HOG0004426,OG0003325,Sad1 and UNC84 domain containing 1,SUN1 
N0.HOG0004426,OG0003325,,SUN1 
N0.HOG0004426,OG0003325,SUN domain-containing protein 1-like,SUN1 
N0.HOG0004427,OG0003326,guided entry of tail-anchored proteins factor 4,GET4 
N0.HOG0004427,OG0003326,,GET4 
N0.HOG0004427,OG0003326,golgi to ER traffic protein 4,GET4 
N0.HOG0004427,OG0003326,Golgi to ER traffic protein 4 homolog,GET4 
N0.HOG0004428,OG0003327,cytochrome c oxidase assembly protein COX19,COX19
N0.HOG0004428,OG0003327,,COX19
N0.HOG0004428,OG0003327,cytochrome c oxidase assembly protein COX19-like,COX19
N0.HOG0004429,OG0003328,ATP synthase membrane subunit f,ATP5MF 
N0.HOG0004429,OG0003328,ATP synthase subunit f  mitochondrial-like,ATP5MF 
N0.HOG0004430,OG0003329,pentatricopeptide repeat domain 1,PTCD1 
N0.HOG0004430,OG0003329,pentatricopeptide repeat-containing protein 1  mitochondrial-like,PTCD1 
N0.HOG0004431,OG0003330,solute carrier family 29 member 4,SLC29A4 
N0.HOG0004431,OG0003330,equilibrative nucleoside transporter 4-like,SLC29A4 
N0.HOG0004432,OG0003331,Rap associating with DIL domain,RADIL
N0.HOG0004433,OG0003332,caspase recruitment domain family member 11,CARD11 
N0.HOG0004433,OG0003332,,CARD11 
N0.HOG0004433,OG0003332,caspase recruitment domain-containing protein 11-like,CARD11 
N0.HOG0004434,OG0003333,IQ motif containing E,IQCE 
N0.HOG0004434,OG0003333,IQ domain-containing protein E-like,IQCE 
N0.HOG0004435,OG0003334,sorting nexin 8,SNX8
N0.HOG0004435,OG0003334,,SNX8
N0.HOG0004436,OG0003335,nudix hydrolase 1,NUDT1
N0.HOG0004436,OG0003335,,NUDT1
N0.HOG0004437,OG0003336,mitochondrial rRNA methyltransferase 2,MRM2 FTSJ2
N0.HOG0004437,OG0003336,,MRM2 FTSJ2
N0.HOG0004438,OG0003337,CREB binding protein,CREBBP
N0.HOG0004438,OG0003337,CREB-binding protein-like,CREBBP
N0.HOG0004439,OG0003338,hemoglobin subunit alpha-D,
N0.HOG0004439,OG0003338,hemoglobin subunit alpha-D-like,
N0.HOG0004440,OG0003339,general transcription factor IIIC subunit 1,GTF3C1
N0.HOG0004440,OG0003339,,GTF3C1
N0.HOG0004441,OG0003340,E3 ubiquitin-protein ligase RNF220,RNF220
N0.HOG0004441,OG0003340,,RNF220
N0.HOG0004441,OG0003340,ring finger protein 220,RNF220
N0.HOG0004442,OG0003341,kinesin family member 2C,KIF2C 
N0.HOG0004442,OG0003341,,KIF2C 
N0.HOG0004442,OG0003341,kinesin-like protein KIF2C,KIF2C 
N0.HOG0004443,OG0003342,ELKS/RAB6-interacting/CAST family member 2,ERC2 
N0.HOG0004443,OG0003342,,ERC2 
N0.HOG0004443,OG0003342,ERC protein 2,ERC2 
N0.HOG0004444,OG0003343,FERM domain containing 1,FRMD1 
N0.HOG0004444,OG0003343,,FRMD1 
N0.HOG0004444,OG0003343,FERM domain-containing protein 6-like,FRMD1 
N0.HOG0004444,OG0003343,FERM domain-containing protein 6,FRMD1 
N0.HOG0004445,OG0003344,kinesin family member 25,KIF25 
N0.HOG0004445,OG0003344,kinesin-like protein KIF25,KIF25 
N0.HOG0004446,OG0003345,afadin  adherens junction formation factor,AFDN MLLT4
N0.HOG0004446,OG0003345,,AFDN MLLT4
N0.HOG0004447,OG0003346,ADAM metallopeptidase with thrombospondin type 1 motif 9,ADAMTS9 ADAMTS20
N0.HOG0004447,OG0003346,,ADAMTS9 ADAMTS20
N0.HOG0004447,OG0003346,ADAM metallopeptidase with thrombospondin type 1 motif 20,ADAMTS9 ADAMTS20
N0.HOG0004448,OG0003347,IZUMO family member 4,IZUMO4 
N0.HOG0004448,OG0003347,izumo sperm-egg fusion protein 4-like,IZUMO4 
N0.HOG0004449,OG0003348,chromogranin A,CHGA 
N0.HOG0004449,OG0003348,chromogranin-A-like,CHGA 
N0.HOG0004450,OG0003349,NSA2 ribosome biogenesis factor,NSA2
N0.HOG0004450,OG0003349,,NSA2
N0.HOG0004450,OG0003349,NSA2  ribosome biogenesis homolog,NSA2
N0.HOG0004450,OG0003349,ribosome biogenesis protein NSA2 homolog,NSA2
N0.HOG0004451,OG0003350,3-hydroxy-3-methylglutaryl-CoA reductase,HMGCR 
N0.HOG0004451,OG0003350,,HMGCR 
N0.HOG0004451,OG0003350,3-hydroxy-3-methylglutaryl-coenzyme A reductase-like,HMGCR 
N0.HOG0004452,OG0003351,FYVE and coiled-coil domain autophagy adaptor 1,FYCO1 
N0.HOG0004452,OG0003351,FYVE and coiled-coil domain containing 1,FYCO1 
N0.HOG0004452,OG0003351,FYVE and coiled-coil domain-containing protein 1,FYCO1 
N0.HOG0004453,OG0003352,calpain 7,CAPN7 
N0.HOG0004453,OG0003352,,CAPN7 
N0.HOG0004453,OG0003352,calpain-7-like,CAPN7 
N0.HOG0004453,OG0003352,calpain-7,CAPN7 
N0.HOG0004454,OG0003353,methyltransferase like 6,METTL6
N0.HOG0004454,OG0003353,tRNA N(3)-methylcytidine methyltransferase METTL6-like,METTL6
N0.HOG0004455,OG0003354,ELL associated factor 1,EAF1 
N0.HOG0004455,OG0003354,ELL-associated factor 1-like,EAF1 
N0.HOG0004455,OG0003354,,EAF1 
N0.HOG0004456,OG0003355,SNF related kinase,SNRK
N0.HOG0004456,OG0003355,,SNRK
N0.HOG0004456,OG0003355,SNF-related serine/threonine-protein kinase-like,SNRK
N0.HOG0004457,OG0003356,STT3 oligosaccharyltransferase complex catalytic subunit B,STT3B 
N0.HOG0004457,OG0003356,,STT3B 
N0.HOG0004457,OG0003356,STT3B  catalytic subunit of the oligosaccharyltransferase complex,STT3B 
N0.HOG0004457,OG0003356,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B-like,STT3B 
N0.HOG0004458,OG0003357,leucine-rich repeat and fibronectin type III domain-containing protein 1-like protein,LRFN1L LRFN3
N0.HOG0004458,OG0003357,,LRFN1L LRFN3
N0.HOG0004458,OG0003357,leucine rich repeat and fibronectin type III domain containing 3,LRFN1L LRFN3
N0.HOG0004459,OG0003358,tetraspanin-15-like,TSPAN15
N0.HOG0004459,OG0003358,tetraspanin 15,TSPAN15
N0.HOG0004459,OG0003358,,TSPAN15
N0.HOG0004460,OG0003359,transient receptor potential cation channel subfamily C member 3,TRPC3 TRPC7
N0.HOG0004460,OG0003359,,TRPC3 TRPC7
N0.HOG0004461,OG0003360,delta and Notch-like epidermal growth factor-related receptor,DNER
N0.HOG0004461,OG0003360,delta/notch like EGF repeat containing,DNER
N0.HOG0004462,OG0003361,syntrophin beta 1,SNTB1 
N0.HOG0004462,OG0003361,,SNTB1 
N0.HOG0004462,OG0003361,beta-1-syntrophin-like,SNTB1 
N0.HOG0004462,OG0003361,beta-1-syntrophin,SNTB1 
N0.HOG0004463,OG0003362,MDM2 binding protein,MTBP
N0.HOG0004463,OG0003362,mdm2-binding protein-like,MTBP
N0.HOG0004464,OG0003363,TNF receptor superfamily member 11b,TNFRSF11B 
N0.HOG0004464,OG0003363,tumor necrosis factor receptor superfamily member 11B-like,TNFRSF11B 
N0.HOG0004464,OG0003363,,TNFRSF11B 
N0.HOG0004465,OG0003364,monocarboxylate transporter 2-like,
N0.HOG0004465,OG0003364,monocarboxylate transporter 2,
N0.HOG0004466,OG0003365,signal sequence receptor subunit 4,SSR4 
N0.HOG0004466,OG0003365,translocon-associated protein subunit delta-like,SSR4 
N0.HOG0004466,OG0003365,,SSR4 
N0.HOG0004467,OG0003366,acyl-CoA synthetase short chain family member 2,ACSS2 
N0.HOG0004467,OG0003366,,ACSS2 
N0.HOG0004467,OG0003366,acetyl-coenzyme A synthetase  cytoplasmic,ACSS2 
N0.HOG0004468,OG0003367,TBC/LysM-associated domain containing 2,TLDC2 
N0.HOG0004468,OG0003367,TLD domain-containing protein 2-like,TLDC2 
N0.HOG0004469,OG0003368,RB transcriptional corepressor like 1,RBL1
N0.HOG0004469,OG0003368,,RBL1
N0.HOG0004470,OG0003369,Ral GTPase activating protein non-catalytic subunit beta,RALGAPB 
N0.HOG0004470,OG0003369,,RALGAPB 
N0.HOG0004470,OG0003369,Ral GTPase activating protein non-catalytic beta subunit,RALGAPB 
N0.HOG0004470,OG0003369,ral GTPase-activating protein subunit beta-like,RALGAPB 
N0.HOG0004471,OG0003370,arf-GAP with SH3 domain  ANK repeat and PH domain-containing protein 1-like,ASAP1
N0.HOG0004471,OG0003370,,ASAP1
N0.HOG0004471,OG0003370,arf-GAP with SH3 domain  ANK repeat and PH domain-containing protein 2-like,ASAP1
N0.HOG0004472,OG0003371,CMP-N-acetylneuraminate-beta-galactosamide-alpha-2 3-sialyltransferase 2-like,ST3GAL8
N0.HOG0004472,OG0003371,,ST3GAL8
N0.HOG0004472,OG0003371,CMP-N-acetylneuraminate-beta-galactosamide-alpha-2 3-sialyltransferase 2,ST3GAL8
N0.HOG0004473,OG0003372,lysine demethylase 5B,KDM5B 
N0.HOG0004473,OG0003372,,KDM5B 
N0.HOG0004473,OG0003372,lysine-specific demethylase 5B-like,KDM5B 
N0.HOG0004474,OG0003373,myosin binding protein H,MYBPH 
N0.HOG0004474,OG0003373,myosin-binding protein C  fast-type-like,MYBPH 
N0.HOG0004475,OG0003374,choline/ethanolamine phosphotransferase 1,CEPT1 
N0.HOG0004475,OG0003374,,CEPT1 
N0.HOG0004475,OG0003374,choline/ethanolaminephosphotransferase 1,CEPT1 
N0.HOG0004476,OG0003375,DNA damage regulated autophagy modulator 2,DRAM2 
N0.HOG0004476,OG0003375,DNA damage-regulated autophagy modulator protein 2-like,DRAM2 
N0.HOG0004477,OG0003376,leucine-rich repeat-containing G-protein coupled receptor 6-like,LGR6
N0.HOG0004477,OG0003376,leucine rich repeat containing G protein-coupled receptor 6,LGR6
N0.HOG0004477,OG0003376,,LGR6
N0.HOG0004478,OG0003377,mitochondrial inner membrane protease subunit 2-like,IMMP2L
N0.HOG0004478,OG0003377,inner mitochondrial membrane peptidase subunit 2,IMMP2L
N0.HOG0004478,OG0003377,,IMMP2L
N0.HOG0004479,OG0003378,aconitase 1,ACO1 
N0.HOG0004479,OG0003378,,ACO1 
N0.HOG0004479,OG0003378,cytoplasmic aconitate hydratase-like,ACO1 
N0.HOG0004479,OG0003378,cytoplasmic aconitate hydratase,ACO1 
N0.HOG0004480,OG0003379,collagen type VI alpha 3 chain,COL6A3 
N0.HOG0004480,OG0003379,,COL6A3 
N0.HOG0004480,OG0003379,collagen alpha-3(VI) chain-like,COL6A3 
N0.HOG0004481,OG0003380,poly(rC) binding protein 3,PCBP3
N0.HOG0004481,OG0003380,,PCBP3
N0.HOG0004481,OG0003380,poly(rC)-binding protein 3,PCBP3
N0.HOG0004482,OG0003380,poly(rC) binding protein 3,PCBP3 
N0.HOG0004482,OG0003380,poly(rC)-binding protein 3-like,PCBP3 
N0.HOG0004483,OG0003380,,PCBP3
N0.HOG0004484,OG0003381,mediator complex subunit 4,MED4
N0.HOG0004484,OG0003381,,MED4
N0.HOG0004485,OG0003382,ankyrin repeat domain 66,ANKRD66 
N0.HOG0004485,OG0003382,,ANKRD66 
N0.HOG0004485,OG0003382,ankyrin repeat domain-containing protein 66-like,ANKRD66 
N0.HOG0004486,OG0003383,translocation associated membrane protein 2,TRAM2
N0.HOG0004486,OG0003383,,TRAM2
N0.HOG0004487,OG0003384,EF-hand domain containing 1,EFHC1 PAQR8
N0.HOG0004487,OG0003384,,EFHC1 PAQR8
N0.HOG0004487,OG0003384,progestin and adipoQ receptor family member 8,EFHC1 PAQR8
N0.HOG0004488,OG0003385,,TLCD4B
N0.HOG0004489,OG0003385,TLC domain-containing protein 4-B-like,
N0.HOG0004489,OG0003385,transmembrane protein 56-B-like,
N0.HOG0004489,OG0003385,transmembrane protein 56-A-like,
N0.HOG0004490,OG0003385,,TLCD4B 
N0.HOG0004490,OG0003385,transmembrane protein 56-B-like,TLCD4B 
N0.HOG0004491,OG0003385,transmembrane protein 56-B-like,
N0.HOG0004492,OG0003386,centrosomal protein 68,CEP68 
N0.HOG0004492,OG0003386,,CEP68 
N0.HOG0004492,OG0003386,centrosomal protein of 68 kDa-like,CEP68 
N0.HOG0004493,OG0003387,protein FAM181B-like,FAM181B
N0.HOG0004493,OG0003387,family with sequence similarity 181 member B,FAM181B
N0.HOG0004494,OG0003388,phosphatidylinositol-binding clathrin assembly protein-like,PICALM
N0.HOG0004494,OG0003388,,PICALM
N0.HOG0004494,OG0003388,phosphatidylinositol binding clathrin assembly protein,PICALM
N0.HOG0004494,OG0003388,phosphatidylinositol-binding clathrin assembly protein,PICALM
N0.HOG0004495,OG0003389,enhancer of zeste 2 polycomb repressive complex 2 subunit,EZH2 
N0.HOG0004495,OG0003389,,EZH2 
N0.HOG0004495,OG0003389,histone-lysine N-methyltransferase EZH2,EZH2 
N0.HOG0004496,OG0003390,ATP synthase F1 subunit beta,ATP5F1B ATP5B 
N0.HOG0004496,OG0003390,,ATP5F1B ATP5B 
N0.HOG0004496,OG0003390,ATP synthase subunit beta  mitochondrial-like,ATP5F1B ATP5B 
N0.HOG0004497,OG0003391,ankyrin repeat domain 52,ANKRD52 
N0.HOG0004497,OG0003391,,ANKRD52 
N0.HOG0004497,OG0003391,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like,ANKRD52 
N0.HOG0004498,OG0003392,ectodysplasin A,EDA
N0.HOG0004499,OG0003393,immunoglobulin binding protein 1,IGBP1 
N0.HOG0004499,OG0003393,immunoglobulin-binding protein 1-like,IGBP1 
N0.HOG0004500,OG0003394,centrosomal protein 57,CEP57 
N0.HOG0004500,OG0003394,,CEP57 
N0.HOG0004500,OG0003394,centrosomal protein of 57 kDa,CEP57 
