# BUSCO version is: 5.3.2 
# The lineage dataset is: tetrapoda_odb10 (Creation date: 2021-02-19, number of genomes: 38, number of BUSCOs: 5310)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
63845at32523	Complete	chr1	412461945	412489911	+	1580.9	797	https://www.orthodb.org/v10?query=63845at32523	DNA ligase
64069at32523	Complete	chr13	18482405	18486159	+	1199.4	766	https://www.orthodb.org/v10?query=64069at32523	Smith-Magenis syndrome chromosomal region candidate gene 8 protein
64071at32523	Complete	chrZ	147350152	147357666	+	669.4	1035	https://www.orthodb.org/v10?query=64071at32523	Junctional cadherin 5 associated
64072at32523	Complete	chr1	370749651	370780160	-	1181.5	1554	https://www.orthodb.org/v10?query=64072at32523	MIA family member 3, ER export factor
64182at32523	Complete	chr4	97920862	97941390	-	1011.9	519	https://www.orthodb.org/v10?query=64182at32523	ATP-dependent RNA helicase SUPV3L1, mitochondrial
64217at32523	Complete	chr3	210081868	210127060	-	1184.9	711	https://www.orthodb.org/v10?query=64217at32523	solute carrier family 26 member 9
64224at32523	Complete	chr6	18033797	18036097	-	488.9	564	https://www.orthodb.org/v10?query=64224at32523	G protein-regulated inducer of neurite outgrowth 3
64249at32523	Complete	chr6	65270256	65307175	-	1255.2	612	https://www.orthodb.org/v10?query=64249at32523	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15
64483at32523	Complete	chr3	224086259	224130424	-	1184.9	647	https://www.orthodb.org/v10?query=64483at32523	Transient receptor potential cation channel subfamily C member 4 associated protein
64518at32523	Complete	chr1	131881996	131919735	-	1135.5	846	https://www.orthodb.org/v10?query=64518at32523	PHD and RING finger domain-containing protein 1 isoform X1
64620at32523	Complete	chr1	343092925	343122707	-	1470.7	1149	https://www.orthodb.org/v10?query=64620at32523	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)
64751at32523	Complete	chr1	75217161	75278436	-	1120.5	635	https://www.orthodb.org/v10?query=64751at32523	RAS guanyl-releasing protein 1
64758at32523	Complete	chr13	16068908	16080227	-	942.1	641	https://www.orthodb.org/v10?query=64758at32523	AP-5 complex subunit zeta-1
64762at32523	Complete	chr2	256957695	257078956	-	1234.7	734	https://www.orthodb.org/v10?query=64762at32523	Diacylglycerol kinase
64788at32523	Complete	chr1	325168359	325243657	+	1532.1	968	https://www.orthodb.org/v10?query=64788at32523	Adhesion G protein-coupled receptor G6
64841at32523	Complete	chr1	227806223	227821596	-	1174.8	584	https://www.orthodb.org/v10?query=64841at32523	Methylmalonyl-CoA mutase
64854at32523	Complete	chr1	131242857	131282161	+	1182.1	749	https://www.orthodb.org/v10?query=64854at32523	p53-induced death domain-containing protein 1
64993at32523	Complete	chr11	25642336	25658564	+	990.9	604	https://www.orthodb.org/v10?query=64993at32523	ubiquitin carboxyl-terminal hydrolase 10
65011at32523	Complete	chr3	58780395	58811027	+	878.6	776	https://www.orthodb.org/v10?query=65011at32523	Elastin microfibril interfacer 2
65021at32523	Complete	chr6	48062653	48084492	-	1200.4	742	https://www.orthodb.org/v10?query=65021at32523	Ubiquitin specific peptidase 53
65069at32523	Complete	chr1	215513478	215557153	-	1198.0	615	https://www.orthodb.org/v10?query=65069at32523	NADH
65096at32523	Complete	chr4	184570714	184586666	-	1066.5	601	https://www.orthodb.org/v10?query=65096at32523	DNA replication licensing factor MCM5
65110at32523	Complete	chr1	17854220	17928132	+	1309.3	734	https://www.orthodb.org/v10?query=65110at32523	anoctamin-8
65113at32523	Complete	chr1	394024309	394058432	-	766.0	751	https://www.orthodb.org/v10?query=65113at32523	reticulon-4 isoform X1
65197at32523	Complete	chrZ	98914286	98980473	-	973.1	644	https://www.orthodb.org/v10?query=65197at32523	transmembrane protein 245
65291at32523	Complete	chr10	1449561	1465801	+	1222.5	632	https://www.orthodb.org/v10?query=65291at32523	myotubularin-related protein 10
65318at32523	Complete	chr1	112714252	112763625	-	1319.0	636	https://www.orthodb.org/v10?query=65318at32523	cleavage stimulation factor subunit 3
65447at32523	Complete	chr6	66146225	66179461	-	1156.0	707	https://www.orthodb.org/v10?query=65447at32523	alpha-adducin isoform X1
65570at32523	Complete	chr4	11054786	11077593	-	1158.6	649	https://www.orthodb.org/v10?query=65570at32523	mitofusin-1
65633at32523	Complete	chr4	213498148	213521380	-	1130.7	545	https://www.orthodb.org/v10?query=65633at32523	Smoothened, frizzled class receptor
65634at32523	Complete	chr5	24005959	24008853	+	1603.3	805	https://www.orthodb.org/v10?query=65634at32523	SLIT and NTRK-like protein 5
65760at32523	Complete	chr1	296581022	296612150	+	1139.1	682	https://www.orthodb.org/v10?query=65760at32523	UFM1 specific ligase 1
65795at32523	Complete	chr1	385583643	385609890	+	1191.1	770	https://www.orthodb.org/v10?query=65795at32523	peroxisome biogenesis factor 6
65800at32523	Complete	chr1	320962210	320995482	+	1060.3	680	https://www.orthodb.org/v10?query=65800at32523	MYB proto-oncogene, transcription factor
65904at32523	Complete	chr11	7058648	7104720	-	1047.6	615	https://www.orthodb.org/v10?query=65904at32523	Bardet-Biedl syndrome 2 protein
65935at32523	Complete	chr2	180765037	180833535	+	1066.2	652	https://www.orthodb.org/v10?query=65935at32523	spermatogenesis-associated protein 20
65939at32523	Complete	chr5	140311412	140344288	+	1650.9	985	https://www.orthodb.org/v10?query=65939at32523	remodeling and spacing factor 1
65940at32523	Complete	chr11	16568345	16607465	-	1403.5	716	https://www.orthodb.org/v10?query=65940at32523	lon protease homolog 2, peroxisomal
66028at32523	Complete	chr8	26635081	26648826	+	698.5	522	https://www.orthodb.org/v10?query=66028at32523	FERM domain-containing protein 7
66052at32523	Complete	chr3	265398333	265405590	+	1043.3	561	https://www.orthodb.org/v10?query=66052at32523	phosphorylated CTD-interacting factor 1
66067at32523	Complete	chr4	176160198	176180140	+	1056.2	595	https://www.orthodb.org/v10?query=66067at32523	WD repeat domain 91
66116at32523	Complete	chr1	12242504	12273753	-	1011.3	828	https://www.orthodb.org/v10?query=66116at32523	SURP and G-patch domain containing 2 
66162at32523	Complete	chr10	1826126	1853097	+	778.2	499	https://www.orthodb.org/v10?query=66162at32523	Leucine rich repeat containing 49
66188at32523	Complete	chr5	43571569	43601656	-	1638.4	1173	https://www.orthodb.org/v10?query=66188at32523	Eukaryotic translation initiation factor 5B
66292at32523	Complete	chr4	215909095	215922867	-	961.9	612	https://www.orthodb.org/v10?query=66292at32523	melanotransferrin
66317at32523	Complete	chr2	108846341	108912755	-	1153.1	590	https://www.orthodb.org/v10?query=66317at32523	ubiquitin-like modifier-activating enzyme ATG7
66392at32523	Complete	chr5	40444624	40463505	+	1371.3	749	https://www.orthodb.org/v10?query=66392at32523	transforming growth factor-beta receptor-associated protein 1
66496at32523	Complete	chr4	101448614	101486319	-	1143.4	592	https://www.orthodb.org/v10?query=66496at32523	polycystic kidney disease 2-like 1 protein
66615at32523	Complete	chr9	16357559	16387877	+	1306.7	640	https://www.orthodb.org/v10?query=66615at32523	sodium/hydrogen exchanger 1
66632at32523	Complete	chr1	309744979	309784111	-	1437.1	807	https://www.orthodb.org/v10?query=66632at32523	G-protein coupled receptor family C group 6 member A
66698at32523	Complete	chr2	252734871	252763587	-	1373.0	850	https://www.orthodb.org/v10?query=66698at32523	tudor domain-containing protein 7
66845at32523	Complete	chr4	26092112	26136111	-	1149.3	655	https://www.orthodb.org/v10?query=66845at32523	elongation factor G, mitochondrial
66856at32523	Complete	chr6	53868739	53939837	-	1403.8	734	https://www.orthodb.org/v10?query=66856at32523	sorting nexin-25
66945at32523	Complete	chr4	145782542	145820849	+	789.3	509	https://www.orthodb.org/v10?query=66945at32523	fibulin-1
66950at32523	Complete	chr1	382882098	383058543	-	1471.0	791	https://www.orthodb.org/v10?query=66950at32523	S1 RNA binding domain 1 
66990at32523	Duplicated	chr4	6987461	6989695	+	1118.1	584	https://www.orthodb.org/v10?query=66990at32523	glycine--tRNA ligase
66990at32523	Duplicated	chrZ	166875139	166905227	+	1118.5	584	https://www.orthodb.org/v10?query=66990at32523	glycine--tRNA ligase
67102at32523	Duplicated	chr11	24716982	24737192	+	1012.9	523	https://www.orthodb.org/v10?query=67102at32523	72 kDa type IV collagenase
67102at32523	Duplicated	scaffold_70	760	21050	+	1016.5	523	https://www.orthodb.org/v10?query=67102at32523	72 kDa type IV collagenase
67130at32523	Complete	chrZ	72389200	72443447	-	1129.4	606	https://www.orthodb.org/v10?query=67130at32523	Integrator complex subunit 10
67177at32523	Complete	chr1	292107699	292154029	-	1204.0	659	https://www.orthodb.org/v10?query=67177at32523	transcription regulator protein BACH2
67240at32523	Complete	chr1	48064174	48086687	+	888.3	538	https://www.orthodb.org/v10?query=67240at32523	ATP-dependent RNA helicase DDX24
67254at32523	Complete	chr4	64460664	64496658	-	1096.7	661	https://www.orthodb.org/v10?query=67254at32523	actin filament-associated protein 1-like 2
67260at32523	Complete	chr6	44553184	44568487	-	1305.2	779	https://www.orthodb.org/v10?query=67260at32523	Polo like kinase 4
67261at32523	Complete	chr2	106489455	106631201	-	1484.3	855	https://www.orthodb.org/v10?query=67261at32523	fibulin-2 isoform X1
67312at32523	Complete	chr2	86136806	86138953	+	1342.4	633	https://www.orthodb.org/v10?query=67312at32523	leucine-rich repeat neuronal protein 1
67374at32523	Complete	chr12	1706232	1719645	+	1130.6	661	https://www.orthodb.org/v10?query=67374at32523	anaphase-promoting complex subunit 5
67423at32523	Complete	chr2	177294396	177424887	+	1159.1	603	https://www.orthodb.org/v10?query=67423at32523	Exocyst complex component 7
67670at32523	Complete	chr1	432953068	432980495	+	1091.5	687	https://www.orthodb.org/v10?query=67670at32523	PHD finger protein 12
67676at32523	Complete	chr1	254270642	254310553	+	1377.8	931	https://www.orthodb.org/v10?query=67676at32523	structural maintenance of chromosomes protein 6
67678at32523	Complete	chr1	124343779	124375086	-	1461.0	892	https://www.orthodb.org/v10?query=67678at32523	Hermansky-Pudlak syndrome 5 protein
67681at32523	Complete	chr9	10905815	10947852	+	1337.9	634	https://www.orthodb.org/v10?query=67681at32523	lysine-specific histone demethylase 1A
67700at32523	Complete	chr1	404169824	404187787	-	1339.6	596	https://www.orthodb.org/v10?query=67700at32523	frizzled-3
67732at32523	Complete	chr4	27775819	27800597	-	1316.6	623	https://www.orthodb.org/v10?query=67732at32523	GMP synthase 
67743at32523	Complete	chr3	218288658	218300719	-	1179.9	640	https://www.orthodb.org/v10?query=67743at32523	AP complex subunit beta
67853at32523	Complete	chr1	240860067	240873150	-	1207.1	678	https://www.orthodb.org/v10?query=67853at32523	Ankyrin repeat and EF-hand domain containing 1
67860at32523	Complete	chr3	135118863	135138295	-	711.8	587	https://www.orthodb.org/v10?query=67860at32523	Ribonuclease L
67877at32523	Complete	chr4	151603847	151654755	+	1217.3	662	https://www.orthodb.org/v10?query=67877at32523	RAD50 interactor 1
67906at32523	Complete	chr5	69649807	69765801	-	574.6	392	https://www.orthodb.org/v10?query=67906at32523	X-linked retinitis pigmentosa GTPase regulator
67909at32523	Complete	chrZ	65675453	65690979	-	886.2	643	https://www.orthodb.org/v10?query=67909at32523	CUB domain-containing protein 1
68248at32523	Complete	chr12	12908093	12925499	-	989.8	534	https://www.orthodb.org/v10?query=68248at32523	kelch-like protein 22
68252at32523	Complete	chr7	19587162	19654020	-	676.5	570	https://www.orthodb.org/v10?query=68252at32523	transforming acidic coiled-coil-containing protein 1
68351at32523	Complete	chr2	152030375	152034021	+	1128.5	611	https://www.orthodb.org/v10?query=68351at32523	sulfate transporter
68412at32523	Complete	chr1	389438306	389528751	-	1114.3	601	https://www.orthodb.org/v10?query=68412at32523	Follicle-stimulating hormone receptor
68436at32523	Complete	chr4	73220860	73263056	+	1283.2	609	https://www.orthodb.org/v10?query=68436at32523	Zinc finger RANBP2-type containing 1
68460at32523	Complete	chrZ	74805555	74879216	+	1275.8	762	https://www.orthodb.org/v10?query=68460at32523	programmed cell death 6-interacting protein
68503at32523	Complete	chr2	290990353	291069005	+	1182.3	736	https://www.orthodb.org/v10?query=68503at32523	structural maintenance of chromosomes protein 5
68556at32523	Complete	chr1	356146052	356183345	+	1136.3	586	https://www.orthodb.org/v10?query=68556at32523	ras guanyl-releasing protein 3
68680at32523	Complete	chr14	4670622	4674435	-	1204.8	679	https://www.orthodb.org/v10?query=68680at32523	anaphase-promoting complex subunit 2
68693at32523	Complete	chr1	377980746	377996957	-	1125.1	681	https://www.orthodb.org/v10?query=68693at32523	digestive organ expansion factor homolog
68718at32523	Complete	chr1	414661752	414687796	-	1071.1	692	https://www.orthodb.org/v10?query=68718at32523	rab GTPase-binding effector protein 1
68738at32523	Complete	chr4	64065913	64077897	-	952.7	857	https://www.orthodb.org/v10?query=68738at32523	DNA cross-link repair 1A protein
68740at32523	Complete	chr4	159554833	159599344	+	1160.0	573	https://www.orthodb.org/v10?query=68740at32523	TBC1 domain family member 30
68749at32523	Complete	chr11	27786789	27807365	-	1020.8	1123	https://www.orthodb.org/v10?query=68749at32523	Fanconi anemia group A protein
68803at32523	Complete	chr12	3334759	3355223	-	1037.7	616	https://www.orthodb.org/v10?query=68803at32523	Activating signal cointegrator 1 complex subunit 2
68830at32523	Complete	chr4	175429339	175470070	+	1485.2	736	https://www.orthodb.org/v10?query=68830at32523	SCY1 like pseudokinase 2
68937at32523	Missing
68947at32523	Complete	chr4	34810616	34848920	-	1652.3	764	https://www.orthodb.org/v10?query=68947at32523	U2 snRNP associated SURP domain containing
68984at32523	Complete	chr1	304851455	304888890	+	1083.9	665	https://www.orthodb.org/v10?query=68984at32523	armadillo repeat-containing protein 2
69006at32523	Complete	chr1	188439055	188548253	-	1286.1	617	https://www.orthodb.org/v10?query=69006at32523	serine/threonine-protein kinase tousled-like 1
69050at32523	Complete	chr3	113818594	113855751	+	809.5	549	https://www.orthodb.org/v10?query=69050at32523	methionine synthase reductase
69067at32523	Complete	chr6	24874150	24914896	+	1278.2	784	https://www.orthodb.org/v10?query=69067at32523	Microsomal triglyceride transfer protein
69201at32523	Complete	chr2	101217135	101287266	+	803.4	478	https://www.orthodb.org/v10?query=69201at32523	interleukin-17 receptor D
69226at32523	Complete	chr13	648685	678237	+	849.7	632	https://www.orthodb.org/v10?query=69226at32523	transducin beta-like protein 3
69228at32523	Complete	chr1	309841061	309892625	+	1244.3	723	https://www.orthodb.org/v10?query=69228at32523	Regulatory factor X6
69364at32523	Complete	chr1	398446652	398487827	+	1039.2	599	https://www.orthodb.org/v10?query=69364at32523	Uncharacterized protein KIAA1841
69417at32523	Complete	chr2	186727412	186761634	-	1334.7	891	https://www.orthodb.org/v10?query=69417at32523	Centrosomal protein 131
69465at32523	Complete	chr5	54040494	54078146	+	1354.3	664	https://www.orthodb.org/v10?query=69465at32523	Chloride channel protein
69531at32523	Missing
69566at32523	Complete	chr5	80720373	80722502	-	1205.6	603	https://www.orthodb.org/v10?query=69566at32523	sodium/myo-inositol cotransporter
69618at32523	Complete	chr4	18260313	18311305	+	1274.7	655	https://www.orthodb.org/v10?query=69618at32523	Solute carrier family 7 member 14
69690at32523	Complete	chr4	64080768	64122321	+	956.6	566	https://www.orthodb.org/v10?query=69690at32523	NHL repeat-containing protein 2
69720at32523	Complete	chr15	15995529	16006116	+	1070.7	642	https://www.orthodb.org/v10?query=69720at32523	Centrosomal protein 104
69748at32523	Complete	chr3	4310184	4347064	+	1269.2	627	https://www.orthodb.org/v10?query=69748at32523	solute carrier family 45 member 4
69828at32523	Complete	chr1	29742957	29767398	+	1346.0	652	https://www.orthodb.org/v10?query=69828at32523	exocyst complex component 5
69999at32523	Complete	chr5	110665979	110692876	-	717.0	663	https://www.orthodb.org/v10?query=69999at32523	Coiled-coil domain containing 191
70008at32523	Complete	chr3	120419542	120558418	+	1182.7	617	https://www.orthodb.org/v10?query=70008at32523	Lysine acetyltransferase 14
70026at32523	Complete	chr15	11799746	11807253	-	1059.8	635	https://www.orthodb.org/v10?query=70026at32523	Hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
70037at32523	Complete	chr3	248882762	248895291	+	1020.4	1284	https://www.orthodb.org/v10?query=70037at32523	zinc finger protein 831
70049at32523	Complete	chr5	78974647	79007857	-	1255.3	575	https://www.orthodb.org/v10?query=70049at32523	dual specificity tyrosine-phosphorylation-regulated kinase 1A
70263at32523	Complete	chr1	362704199	362795917	-	1244.4	638	https://www.orthodb.org/v10?query=70263at32523	leucine-rich repeat and fibronectin type-III domain-containing protein 2
70270at32523	Complete	chr4	26800528	26940724	+	977.6	597	https://www.orthodb.org/v10?query=70270at32523	Ventricular zone expressed PH domain containing 1
70301at32523	Complete	chr4	64321672	64344831	-	1298.5	701	https://www.orthodb.org/v10?query=70301at32523	coiled-coil domain-containing protein 186
70364at32523	Complete	chr2	114312089	114327952	-	1105.3	538	https://www.orthodb.org/v10?query=70364at32523	Ubiquitin carboxyl-terminal hydrolase
70489at32523	Complete	chrZ	62623515	62671420	-	1189.9	570	https://www.orthodb.org/v10?query=70489at32523	Ring finger protein 103
70548at32523	Complete	chr10	497539	519662	-	1307.8	647	https://www.orthodb.org/v10?query=70548at32523	disintegrin and metalloproteinase domain-containing protein 10
70556at32523	Complete	chr2	358386697	358445755	-	945.8	738	https://www.orthodb.org/v10?query=70556at32523	Retinoic acid induced 14
70563at32523	Complete	chr7	8683882	8701798	+	1276.9	766	https://www.orthodb.org/v10?query=70563at32523	KAT8 regulatory NSL complex subunit 3 isoform X1
70578at32523	Complete	chr3	133719933	133814259	+	1169.9	590	https://www.orthodb.org/v10?query=70578at32523	xenotropic and polytropic retrovirus receptor 1
70607at32523	Complete	chr1	21073216	21080386	+	1260.1	580	https://www.orthodb.org/v10?query=70607at32523	Leucine rich repeat and fibronectin type III domain containing 5
70807at32523	Complete	chr2	224666059	224724853	-	851.8	628	https://www.orthodb.org/v10?query=70807at32523	GEM-interacting protein
70811at32523	Complete	chr3	131818593	131902772	-	903.7	783	https://www.orthodb.org/v10?query=70811at32523	protein transport protein Sec16B
70944at32523	Complete	chr4	85530243	85576443	-	1173.2	660	https://www.orthodb.org/v10?query=70944at32523	probable E3 ubiquitin-protein ligase HECTD2
71170at32523	Complete	chr6	17434404	17462623	+	1143.2	646	https://www.orthodb.org/v10?query=71170at32523	polycystin-2
71190at32523	Complete	chr6	62389922	62425790	-	1209.8	797	https://www.orthodb.org/v10?query=71190at32523	condensin complex subunit 3
71192at32523	Complete	chr1	202108448	202138286	-	1098.3	701	https://www.orthodb.org/v10?query=71192at32523	WD repeat domain 75
71241at32523	Complete	chr6	4953360	4988143	+	1251.9	679	https://www.orthodb.org/v10?query=71241at32523	F-box only protein 41
71322at32523	Complete	chr2	198954667	198984050	-	1185.8	546	https://www.orthodb.org/v10?query=71322at32523	polycomb protein SUZ12
71347at32523	Complete	chr4	132318996	132360452	-	749.5	513	https://www.orthodb.org/v10?query=71347at32523	IQ and ubiquitin-like domain-containing protein
71364at32523	Complete	chr6	62859243	62951983	+	952.5	712	https://www.orthodb.org/v10?query=71364at32523	prominin-1 isoform X1
71388at32523	Complete	chr3	30809808	30848245	-	1322.4	768	https://www.orthodb.org/v10?query=71388at32523	meckelin
71466at32523	Complete	chr4	173148630	173196895	-	1608.4	1137	https://www.orthodb.org/v10?query=71466at32523	FYVE, RhoGEF and PH domain-containing protein 6
71584at32523	Complete	chr13	19446488	19453953	+	937.2	539	https://www.orthodb.org/v10?query=71584at32523	heat shock protein 75 kDa, mitochondrial
71587at32523	Complete	chr1	178075565	178167783	+	1260.2	648	https://www.orthodb.org/v10?query=71587at32523	Glycerol-3-phosphate dehydrogenase
71596at32523	Complete	chrZ	145892814	145929559	+	1077.8	581	https://www.orthodb.org/v10?query=71596at32523	ATP-dependent zinc metalloprotease YME1L1
71664at32523	Complete	chr2	189749564	189766510	-	1311.5	824	https://www.orthodb.org/v10?query=71664at32523	conserved oligomeric Golgi complex subunit 1
71669at32523	Complete	chr1	142066339	142090338	-	942.6	909	https://www.orthodb.org/v10?query=71669at32523	pleckstrin homology domain-containing family G member 3 isoform X1
71741at32523	Complete	chr13	13751754	13777754	+	1114.6	594	https://www.orthodb.org/v10?query=71741at32523	DNA-directed RNA polymerase III subunit RPC5
71760at32523	Complete	chr3	223824140	223969194	+	1192.9	601	https://www.orthodb.org/v10?query=71760at32523	Acyl-CoA synthetase short chain family member 2
71859at32523	Complete	chr1	413050097	413082271	+	1012.9	567	https://www.orthodb.org/v10?query=71859at32523	NADPH--cytochrome P450 reductase
71868at32523	Complete	chr1	194107875	194146811	-	1323.2	626	https://www.orthodb.org/v10?query=71868at32523	SEC14 domain and spectrin repeat-containing protein 1
72036at32523	Complete	chr1	59384110	59417203	+	1208.6	635	https://www.orthodb.org/v10?query=72036at32523	protein O-mannosyl-transferase 2
72126at32523	Complete	chrZ	127924074	128049876	-	970.0	605	https://www.orthodb.org/v10?query=72126at32523	rap guanine nucleotide exchange factor 5
72139at32523	Complete	chr4	112048250	112061170	+	869.6	783	https://www.orthodb.org/v10?query=72139at32523	multimerin-2
72210at32523	Complete	chrZ	105784120	105807995	+	1330.2	647	https://www.orthodb.org/v10?query=72210at32523	KRIT1, ankyrin repeat containing
72215at32523	Complete	chr1	355658406	355767986	+	1150.8	693	https://www.orthodb.org/v10?query=72215at32523	tetratricopeptide repeat protein 27
72222at32523	Complete	chr4	54265491	54408751	+	1184.0	595	https://www.orthodb.org/v10?query=72222at32523	Chromosome 10 open reading frame 76
72279at32523	Complete	chr1	343690459	343693940	-	1186.6	593	https://www.orthodb.org/v10?query=72279at32523	exocyst complex component 8
72292at32523	Complete	chr6	14252583	14274067	-	1031.8	664	https://www.orthodb.org/v10?query=72292at32523	Lin-54 DREAM MuvB core complex component
72399at32523	Complete	chr13	17007557	17018817	-	1125.8	574	https://www.orthodb.org/v10?query=72399at32523	eukaryotic translation initiation factor 3 subunit B
72414at32523	Complete	chr1	402818550	402891441	+	1118.2	573	https://www.orthodb.org/v10?query=72414at32523	Integrator complex subunit 9
72486at32523	Complete	chr4	20573546	20626809	+	501.7	633	https://www.orthodb.org/v10?query=72486at32523	Zinc finger B-box domain containing
72496at32523	Complete	chr1	119848376	119921832	+	1128.7	886	https://www.orthodb.org/v10?query=72496at32523	tripartite motif-containing protein 66
72515at32523	Complete	chr3	128723171	128736302	+	1304.0	555	https://www.orthodb.org/v10?query=72515at32523	Kelch like family member 20
72534at32523	Complete	chr4	4053939	4096885	+	878.2	550	https://www.orthodb.org/v10?query=72534at32523	translation initiation factor eIF-2B subunit epsilon
72646at32523	Complete	chr4	51095297	51116601	-	1555.6	899	https://www.orthodb.org/v10?query=72646at32523	histone deacetylase complex subunit SAP130 isoform X1
72650at32523	Complete	chr9	10957652	10970143	-	946.6	703	https://www.orthodb.org/v10?query=72650at32523	leucine zipper protein 1
72657at32523	Complete	chr7	28018697	28078863	+	939.3	812	https://www.orthodb.org/v10?query=72657at32523	Roundabout guidance receptor 4
72659at32523	Complete	chr3	255199067	255245848	-	1570.9	1376	https://www.orthodb.org/v10?query=72659at32523	death-inducer obliterator 1
72758at32523	Complete	chr4	49818611	49879099	+	1064.4	549	https://www.orthodb.org/v10?query=72758at32523	Armadillo repeat containing 8
72772at32523	Complete	chr10	8398942	8426790	-	1170.5	1232	https://www.orthodb.org/v10?query=72772at32523	centrosomal protein 152 
72921at32523	Complete	chr5	82849441	82860208	-	829.1	596	https://www.orthodb.org/v10?query=72921at32523	transcription regulator protein BACH1
72976at32523	Complete	chr2	182414610	182467601	-	1253.7	565	https://www.orthodb.org/v10?query=72976at32523	MBT domain-containing protein 1
73013at32523	Complete	chr4	35503558	35507145	-	1319.2	960	https://www.orthodb.org/v10?query=73013at32523	zinc finger and BTB domain-containing protein 38
73148at32523	Complete	chr1	5850742	5876172	-	583.2	513	https://www.orthodb.org/v10?query=73148at32523	chromatin assembly factor 1 subunit A
73178at32523	Complete	chr4	179075849	179108188	-	938.8	507	https://www.orthodb.org/v10?query=73178at32523	L3MBTL2, polycomb repressive complex 1 subunit
73297at32523	Complete	chr6	14565133	14585115	-	1502.7	879	https://www.orthodb.org/v10?query=73297at32523	Helicase, POLQ like
73451at32523	Complete	chr1	389148350	389172043	+	1163.4	659	https://www.orthodb.org/v10?query=73451at32523	Protein phosphatase 1 regulatory subunit 21
73551at32523	Complete	chr2	77247968	77274950	-	1468.0	951	https://www.orthodb.org/v10?query=73551at32523	TATA element modulatory factor
73623at32523	Complete	chr14	7449576	7467921	+	863.1	660	https://www.orthodb.org/v10?query=73623at32523	Outer dense fiber of sperm tails 2
73696at32523	Complete	chr3	231358457	231415730	+	1306.9	616	https://www.orthodb.org/v10?query=73696at32523	probable ATP-dependent RNA helicase DHX35
73730at32523	Missing
73741at32523	Complete	chr2	310160706	310194946	+	1545.0	870	https://www.orthodb.org/v10?query=73741at32523	Centrosomal protein 120
73843at32523	Complete	chr11	21767507	21796689	+	1107.8	650	https://www.orthodb.org/v10?query=73843at32523	engulfment and cell motility protein 3
74047at32523	Complete	chr14	1219902	1247647	-	645.3	499	https://www.orthodb.org/v10?query=74047at32523	probable ATP-dependent RNA helicase DDX31
74051at32523	Duplicated	chr3	203367522	203500980	-	1047.2	777	https://www.orthodb.org/v10?query=74051at32523	HMG box transcription factor BBX isoform X1
74051at32523	Duplicated	chr5	104815822	104949269	-	1047.2	777	https://www.orthodb.org/v10?query=74051at32523	HMG box transcription factor BBX isoform X1
74059at32523	Complete	chr5	99192041	99242118	+	1392.9	853	https://www.orthodb.org/v10?query=74059at32523	DDB1- and CUL4-associated factor 6
74062at32523	Complete	chrZ	144840370	144842577	+	1157.0	634	https://www.orthodb.org/v10?query=74062at32523	threonine synthase-like 1
74208at32523	Complete	chr5	46250200	46501824	-	1185.8	682	https://www.orthodb.org/v10?query=74208at32523	P protein
74212at32523	Complete	chr3	108259910	108326842	-	1130.7	690	https://www.orthodb.org/v10?query=74212at32523	elongator complex protein 2
74338at32523	Complete	chr2	357729261	357751517	+	1154.5	611	https://www.orthodb.org/v10?query=74338at32523	LMBR1 domain-containing protein 2
74351at32523	Complete	chr13	19143714	19151853	+	1053.7	656	https://www.orthodb.org/v10?query=74351at32523	Chloride channel protein
74369at32523	Complete	chr15	10514233	10527431	-	974.3	582	https://www.orthodb.org/v10?query=74369at32523	F-box only protein 42
74386at32523	Complete	chr1	47962530	48029184	-	1145.2	632	https://www.orthodb.org/v10?query=74386at32523	serine/threonine-protein phosphatase 4 regulatory subunit 4
74405at32523	Complete	chr5	118676767	118918333	-	1282.7	1061	https://www.orthodb.org/v10?query=74405at32523	microtubule-associated tumor suppressor candidate 2
74571at32523	Complete	chr10	1538227	1559511	+	1056.4	620	https://www.orthodb.org/v10?query=74571at32523	Amyloid beta precursor protein binding family A member 2
74589at32523	Complete	chr2	185169100	185223316	-	1065.3	551	https://www.orthodb.org/v10?query=74589at32523	TBC1 domain family member 16 isoform X1
74660at32523	Complete	chr3	135689171	135766548	+	1167.7	998	https://www.orthodb.org/v10?query=74660at32523	laminin subunit gamma-2
74845at32523	Complete	chr1	370550516	370553092	+	1020.5	749	https://www.orthodb.org/v10?query=74845at32523	toll-like receptor 5
74846at32523	Complete	chrZ	59599385	59618423	-	877.3	717	https://www.orthodb.org/v10?query=74846at32523	NBR1, autophagy cargo receptor
74848at32523	Complete	chr4	52554130	52593727	+	1697.0	1121	https://www.orthodb.org/v10?query=74848at32523	YEATS domain-containing protein 2
75085at32523	Complete	chr2	101150259	101195390	-	1123.5	594	https://www.orthodb.org/v10?query=75085at32523	DCC-interacting protein 13-alpha
75106at32523	Complete	chr3	136951654	136960731	-	983.1	488	https://www.orthodb.org/v10?query=75106at32523	influenza virus NS1A-binding protein
75159at32523	Complete	chr3	107676905	107709472	-	1088.4	721	https://www.orthodb.org/v10?query=75159at32523	ankyrin repeat and SAM domain-containing protein 6
