Orthogroup,Gene,LRT P-value (Test),LRT Adj. p-value (Test),LRT P-value (Background),LRT Adj. p-value (Background),LRT Distributions,LRT Adj. p-value (Distributions),Signal
OG0007251,PGAM5,0,0,0.05758288948736123,0.10723527558072392,1.476355678076136e-5,1.0311849909661728e-4,Selection associated with trait
OG0007252,RANBP1,0,0,0.2640782672170208,0.41281310052313913,1.060928666030136e-7,1.0001390714406095e-6,Selection associated with trait
OG0007253,TRMT2A,9.56453966027837e-9,3.2871932573490476e-8,0.1621929472873861,0.2714402950734943,0.1094188593825468,0.30995443832947955,Selection associated with trait. No difference between FG-BG dist
OG0007254,DGCR8,0.5,0.5,0,0,0.0736180354809376,0.22307089602662253,No evidence of episodic diversifying selection on test branches
OG0007255,COMT,0.5,0.5,0.07662908137643859,0.13876293580910223,0.983110743554917,1,No significant signals
OG0007256,TXNRD2,0.5,0.5,1.340294920297858e-4,3.683363683790938e-4,0.3515717478755401,0.79293768728562,No evidence of episodic diversifying selection on test branches
OG0007257,GP1BB,0,0,0.5,0.5,6.649347739084988e-11,9.251359378463261e-10,Selection associated with trait
OG0007258,PPM1F,2.611648325179239e-5,7.521199536140145e-5,0.1455726862930288,0.2464852332576543,0.0809193627868039,0.2414346438877073,Selection associated with trait. No difference between FG-BG dist
OG0007259,SDF2L1,0.5,0.5,0.06560645092243278,0.12069690184581916,0.504759719704269,1,No significant signals
OG0007260,HIC2,0.03209785581056596,0.07893573293112756,0.5,0.5,0.1382226066416682,0.3747426183825177,No significant signals
OG0007261,CRABP1,0.5,0.5,0.4140704461520763,0.5,0.558667162880874,1,No significant signals
OG0007262,SIN3A,0,0,0.004011431504359,0.0090497727421071,0,0,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007263,PTPN9,0.5,0.5,0,0,0.00110750802618397,0.00545807201514587,No evidence of episodic diversifying selection on test branches
OG0007264,SNX33,0.5,0.5,0.5,0.5,0.127564559077684,0.35034709433775857,No significant signals
OG0007266,SCARB2,0,0,6.507897570284804e-7,2.32532392953116e-6,5.8306474304270505e-07,5.035770744801965e-6,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007267,NUP54,0.4948255479051125,0.5,0.465640618538726,0.5,0.915766967712603,1,No significant signals
OG0007268,NAAA,0,0,4.611399220810775e-7,1.67817699145906e-6,8.899436743092792e-12,1.3926894317310129e-10,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007269,SDAD1,8.746864343933679e-11,3.3243462464823037e-10,5.7575610945548306e-12,3.3462682143906987e-11,0.1085394603938111,0.3081694521811159,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007270,NA,0,0,0.125875743656127,0.21596524298178488,1.742597176113136e-6,1.4093865385124372e-5,Selection associated with trait
OG0007271,JCHAIN,0.5,0.5,0.07529783397237749,0.13672418279415754,1,1,No significant signals
OG0007272,UTP3,0.5,0.5,0.5,0.5,0.994868818372032,1,No significant signals
OG0007273,RUFY3,0,0,6.714628852932948e-13,4.2476899190995406e-12,0.01269834134307646,0.0478621280413692,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007274,GRSF1,2.220446049250313e-16,1.1617738881627696e-15,0.5,0.5,1,1,Selection associated with trait. No difference between FG-BG dist
OG0007275,DCK,0.5,0.5,0.5,0.5,0.8889573114903636,1,No significant signals
OG0007276,GC,1.962914420450268e-7,6.291504220213562e-7,0,0,2.248439120715595e-4,0.00126927541752594,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007277,GDF6,0.5,0.5,0,0,8.972213019632358e-4,0.00450641505930925,No evidence of episodic diversifying selection on test branches
OG0007278,MTERF3,0,0,7.854217276559439e-12,4.50135074909572e-11,4.430626088236522e-9,4.9990401783049374e-8,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007279,SDC2,0.3718281952481147,0.5,0.5,0.5,0.4139301613524616,0.891082491627911,No significant signals
OG0007280,CPQ,0.5,0.5,0.5,0.5,0.996998397275107,1,No significant signals
OG0007281,MTDH,0.5,0.5,0.497443171010537,0.5,0.9999590492937404,1,No significant signals
OG0007282,LAPTM4B,0.5,0.5,2.278020975021722e-6,7.64997808220333e-6,0.4743547447891547,0.9825433129261236,No evidence of episodic diversifying selection on test branches
OG0007283,MATN2,1.6276888781252552e-8,5.5260963324032784e-8,3.269051696008773e-13,2.1254976241367333e-12,0.9444990830206548,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007284,NA,0,0,0.04873035412202609,0.09205686194542977,9.992007221626407e-15,2.1245904298760432e-13,Selection associated with trait
OG0007285,RIDA,0.5,0.5,6.926424702903833e-4,0.00174146657114845,0.6697933499224807,1,No evidence of episodic diversifying selection on test branches
OG0007286,POP1,0,0,0.5,0.5,1.0266376637702019e-10,1.3947444807327044e-9,Selection associated with trait
OG0007287,KCNS2,0.5,0.5,0.5,0.5,0.99999184805467,1,No significant signals
OG0007288,OSR2,1.330110937708406e-5,3.884839708042034e-5,0.5,0.5,0.01139412636348647,0.04380098461328271,Selection associated with trait. No difference between FG-BG dist
OG0007289,NA,0.5,0.5,0.08817157345369964,0.1572623241278476,0.9992390210259604,1,No significant signals
OG0007290,RGS22,0,0,0,0,0.803798211990282,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007291,FBXO43,0.5,0.5,0.1889763788054314,0.3102640072438253,0.9635176743908008,1,No significant signals
OG0007292,POLR2K,0.3229123512037267,0.5,0.4182453195218664,0.5,0.9399042616023174,1,No significant signals
OG0007293,SPAG1,6.123490603471282e-12,2.4647761712763016e-11,6.419914599931076e-11,3.3529234126616487e-10,1.49241515429166e-5,1.0398841179742372e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007294,RNF19A,0.5,0.5,0,0,0.04940846456346393,0.15812901343647073,No evidence of episodic diversifying selection on test branches
OG0007295,ANKRD46,0.5,0.5,0.5,0.5,0.9687791163837192,1,No significant signals
OG0007296,PABPC1,0,0,0.5,0.5,0,0,Selection associated with trait
OG0007297,ZNF706,0.5,0.5,0.5,0.5,1,1,No significant signals
OG0007298,RRM2B,0.5,0.5,0,0,1.561430484253723e-4,9.032499606104092e-4,No evidence of episodic diversifying selection on test branches
OG0007299,KLF10,0.5,0.5,0.00277624876183968,0.0064274385039643,0.7060613627385393,1,No evidence of episodic diversifying selection on test branches
OG0007300,AZIN1,0.5,0.5,0.05392272221011674,0.10110227063673516,0.9889183176325822,1,No significant signals
OG0007301,FZD6,0.5,0.5,0.08499205231424029,0.15225030443540374,0.8550122529615228,1,No significant signals
OG0007302,CTHRC1,2.6837643218868828e-11,1.0471278828498236e-10,5.121930919865791e-5,1.4799729609522055e-4,0.00361118650658665,0.0158972466395163,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007303,RIMS2,0,0,7.955303082951559e-13,5.010567167384483e-12,3.322985331344341e-9,3.8021311744108885e-8,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007304,DCSTAMP,5.440092820663267e-15,2.6140235019444703e-14,2.400210030728545e-9,1.0903631289199385e-8,0.00125865805435332,0.00615043862358761,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007305,DPYS,0.1124042195877236,0.2598840813016725,0.00385194479499584,0.00871496215840366,0.897795143609221,1,No evidence of episodic diversifying selection on test branches
OG0007306,LRP12,0.1604834393075583,0.3592404769186781,0,0,0.00170552912760202,0.00803464837793571,No evidence of episodic diversifying selection on test branches
OG0007307,ZFPM2,0.5,0.5,0.5,0.5,0.9095483580735187,1,No significant signals
OG0007308,OXR1,0.5,0.5,2.7741453578755676e-10,1.3726388751889748e-9,0.4612872525081351,0.9631108243506408,No evidence of episodic diversifying selection on test branches
OG0007309,ABRA,1.171679145900439e-5,3.429053543666689e-5,0.1266153519009868,0.2171480886546056,0.6772839288105518,1,Selection associated with trait. No difference between FG-BG dist
OG0007310,NA,0,0,2.890024886070819e-10,1.4267127988623423e-9,3.825822291982917e-4,0.002087557762599,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007311,GTF2F1,0.5,0.5,0.00367846381445746,0.00835303748368274,0.1695107931867861,0.4441254629846948,No evidence of episodic diversifying selection on test branches
OG0007312,ALKBH7,0,0,0.4926745532001409,0.5,1.110223024625157e-16,2.760882199743135e-15,Selection associated with trait
OG0007313,NA,0,0,1.648681191568357e-14,1.2142712367517074e-13,0.03370583030948537,0.1129706644067724,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007314,CLPP,0,0,1.074862421290845e-11,6.06379360746478e-11,0.00641828288273371,0.02643684915144102,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007316,RFX1,0.1227519487296161,0.2814027455115491,1.9761969838327793e-14,1.4493227710244805e-13,0.8252766271934353,1,No evidence of episodic diversifying selection on test branches
OG0007317,UBE2E1,0.5,0.5,8.332057266358106e-12,4.759447101192281e-11,0.2800436865387089,0.6643360919150183,No evidence of episodic diversifying selection on test branches
OG0007318,NKIRAS1,0.4566188580537701,0.5,0.5,0.5,1,1,No significant signals
OG0007319,RPL15,0.5,0.5,0.5,0.5,0.9998627003899868,1,No significant signals
OG0007320,NR1D2,0.5,0.5,0.1443688197112572,0.24463869622111337,0.9976616765321602,1,No significant signals
OG0007321,RARB,0.5,0.5,1.114353165299065e-8,4.7787969734876664e-8,0.9797734054189,1,No evidence of episodic diversifying selection on test branches
OG0007322,NGLY1,0.4919654905316621,0.5,0.5,0.5,1,1,No significant signals
OG0007323,OXSM,0,0,0.5,0.5,0.00103385957232116,0.0051390124864258,Selection associated with trait
OG0007324,LRRC3B,0.5,0.5,0.5,0.5,0.999771651810773,1,No significant signals
OG0007325,NEK10,1.103632707444291e-8,3.778021143284373e-8,0,0,1,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007326,SLC4A7,0.5,0.5,1.050713578143458e-6,3.660577820150357e-6,0.9660460984487385,1,No evidence of episodic diversifying selection on test branches
OG0007327,EOMES,0.5,0.5,0.5,0.5,0.9997853273824936,1,No significant signals
OG0007328,AZI2,0.02022891468159821,0.05061029998686062,0.1331646213140439,0.22738883836853513,0.2576714012484446,0.6226998900876961,No significant signals
OG0007329,TGFBR2,0.02089309735076722,0.05225689724668772,0.1574174731801927,0.2641634308515392,0.04077584628868447,0.1329092933266574,No significant signals
OG0007330,GADL1,0.5,0.5,0,0,0.05767321316475105,0.18083477779991144,No evidence of episodic diversifying selection on test branches
OG0007331,GPR132,0.5,0.5,1.181432175334507e-5,3.676416413284726e-5,0.3574098584865234,0.8028155869617414,No evidence of episodic diversifying selection on test branches
OG0007332,CDCA4,0.5,0.5,4.253827699892687e-4,0.00109986928338426,0.9880971383579612,1,No evidence of episodic diversifying selection on test branches
OG0007333,NA,0.5,0.5,0.5,0.5,0.8206749456925909,1,No significant signals
OG0007334,CLBA1,0.5,0.5,0.1999252036563202,0.32582913605306874,0.999780103758536,1,No significant signals
OG0007335,AKT1,0.5,0.5,0.03411869425582809,0.06645581365967507,0.8916046636095729,1,No significant signals
OG0007336,ZBTB42,3.8857805861880484e-16,2.00761463838038e-15,1.451109415741003e-4,3.9727620638477186e-4,9.66424981173608e-5,5.855215742685377e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007337,TMEM179,0.5,0.5,0.00120500830899356,0.00293337325064142,0.6696346548546415,1,No evidence of episodic diversifying selection on test branches
OG0007338,SYT9,0,0,2.257775191916167e-6,7.584932651724576e-6,0,0,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007339,ANGPTL5,0.5,0.5,0.0537795906450535,0.10086878574822128,0.9986668292734986,1,No significant signals
OG0007340,CFAP300,0.5,0.5,0.494518952587446,0.5,0.6885294968526945,1,No significant signals
OG0007341,YAP1,0.5,0.5,1.110223024625157e-16,9.734417482377009e-16,0.2736495529787726,0.6516684731640886,No evidence of episodic diversifying selection on test branches
OG0007342,BIRC2,3.34127170376064e-11,1.2966531535580527e-10,0.05398128427164561,0.10115938373469492,0.00134872877093117,0.00654621356345393,Selection associated with trait
OG0007343,TMEM123,4.996003610813204e-16,2.5598232828879504e-15,0.01038250149899778,0.02214694798430534,3.925459236527873e-4,0.002136062518678,Selection associated with trait
OG0007345,GFPT2,0.4047260872950009,0.5,0.01864033310921415,0.03809953772487937,0.4536987964725664,0.9506802384197552,No significant signals
OG0007346,MAPK9,0.5,0.5,1.131549927868014e-4,3.138600344798011e-4,0.5091492903833118,1,No evidence of episodic diversifying selection on test branches
OG0007347,CREG1,0,0,0.2018535026358528,0.3283003515015863,8.385211148498328e-5,5.139208022599471e-4,Selection associated with trait
OG0007348,RCSD1,0.5,0.5,0.03496944897588955,0.06794468150816078,0.9667842867765156,1,No significant signals
OG0007349,MPZL1,0.5,0.5,2.936161528355186e-6,9.724279321234511e-6,0.9979782356139062,1,No evidence of episodic diversifying selection on test branches
OG0007350,MPC2,0.5,0.5,0.07103974506506672,0.12980953416239177,0.9517710198088986,1,No significant signals
OG0007351,DCAF6,0.5,0.5,0.5,0.5,0.6384416200338002,1,No significant signals
OG0007352,GABRR3,0.5,0.5,0.04191901514011726,0.08031152468952286,0.9769390281974776,1,No significant signals
OG0007353,RIOX2,0.5,0.5,0.08559003703460788,0.15325805514121593,0.9262232105324448,1,No significant signals
OG0007354,CRYBG3,0.4901153544625974,0.5,0.01527462060242357,0.03176798045983504,0.97019811656938,1,No significant signals
OG0007355,ARL6,0.5,0.5,0.01970236013906251,0.04011864109257575,0.9961578906752924,1,No significant signals
OG0007356,EPHA6,0,0,6.4975247404674966e-12,3.748638606933715e-11,6.733462831753911e-7,5.769444291683004e-6,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007357,SLF1,0.1036989653736524,0.24072179354709977,0.4847223233486752,0.5,0.6127162677561209,1,No significant signals
OG0007358,KIAA0825,0,0,1.767586077505712e-12,1.0802747114925448e-11,3.061910729651451e-5,2.02427619972526e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007359,FAM172A,1.0787426507619099e-11,4.284276686412836e-11,0,0,0.1178522713861215,0.32931661497432857,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007360,IPO11,3.454236430422419e-5,9.875441714197428e-5,0.5,0.5,0.1032132065573231,0.29590101080535947,Selection associated with trait. No difference between FG-BG dist
OG0007361,DIMT1,4.794935593092631e-4,0.00129228815392786,0.5,0.5,0.00467054122648658,0.01998954687142179,Selection associated with trait. No difference between FG-BG dist
OG0007362,KIF2A,0.5,0.5,1.706464025641452e-9,7.838503013747944e-9,0.8741367755526548,1,No evidence of episodic diversifying selection on test branches
OG0007363,NDUFAF2,0.4915252291773938,0.5,7.462661932041148e-4,0.00186922941707334,0.995467362173582,1,No evidence of episodic diversifying selection on test branches
OG0007364,ERCC8,8.215650382226158e-15,3.9000679324073055e-14,6.070109366262955e-7,2.178794129226031e-6,1.28737984214089e-5,9.087263583921096e-5,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007365,DEPDC1B,0.5,0.5,0.00504225384663203,0.01125210541226242,0.9951659294349228,1,No significant signals
OG0007366,PDE4D,5.835802951992264e-10,2.1318294109979336e-9,0,0,1,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007367,NA,0,0,0.5,0.5,0,0,Selection associated with trait
OG0007368,SETD5,0.5,0.5,3.288337618867487e-8,1.3531751666038628e-7,0.9988962004932684,1,No evidence of episodic diversifying selection on test branches
OG0007369,MTMR14,0.5,0.5,1.884178704403272e-5,5.7637619328052015e-5,0.9907725877766468,1,No evidence of episodic diversifying selection on test branches
OG0007370,CAMK1,0,0,0.5,0.5,0,0,Selection associated with trait
OG0007371,TADA3,2.114880927217566e-6,6.458073233641784e-6,0.5,0.5,0.5975898879932657,1,Selection associated with trait. No difference between FG-BG dist
OG0007372,DUSP7,0.5,0.5,0.5,0.5,0.8932595661781787,1,No significant signals
OG0007373,POC1A,0.5,0.5,0.06241066465973444,0.1152832213373195,0.9990791060824412,1,No significant signals
OG0007374,ALAS1,0,0,0.3711495362403456,0.5,1.5926284624434572e-8,1.668596454477685e-7,Selection associated with trait
OG0007375,TWF2,0.5,0.5,1.344602518382754e-6,4.626715782936124e-6,0.850978103762694,1,No evidence of episodic diversifying selection on test branches
OG0007376,PPM1M,0.5,0.5,0.03994002475482944,0.07675793342844636,0.7938103784016063,1,No significant signals
OG0007377,WDR82,0,0,0.3030870153932662,0.4654685059828439,6.713807287894724e-11,9.281355953584816e-10,Selection associated with trait
OG0007378,GLYCTK,0.5,0.5,0.4868515071840952,0.5,1,1,No significant signals
OG0007379,BAP1,0.5,0.5,0.5,0.5,0.9999920792841168,1,No significant signals
OG0007380,SEMA3G,1.592329883393084e-6,4.881339996770722e-6,0,0,0.00108512627944434,0.00536303987567754,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007381,ACY1,1.972903652671665e-4,5.423604895241611e-4,0.5,0.5,0.8531724537509611,1,Selection associated with trait. No difference between FG-BG dist
OG0007382,ABHD14B,0.5,0.5,0.4953575267880502,0.5,1,1,No significant signals
OG0007383,PCBP4,0.00208573214453611,0.00546470662392234,2.078431537988479e-8,8.701860923924672e-8,0.08806112648215891,0.2590350063142771,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007384,GPR62,0.5,0.5,0.5,0.5,0.9753180660951573,1,No significant signals
OG0007385,PARP3,8.899851805660441e-5,2.4869007919336604e-4,3.06721315013192e-12,1.8369316679059955e-11,0.7897359039003069,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007386,RRP9,2.727228609611387e-9,9.605794215538033e-9,9.98464089185802e-11,5.137163036750257e-10,1,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007387,ANKRD63,1.110223024625157e-16,5.923471057402039e-16,0,0,1.594717393693657e-7,1.4760090187192415e-6,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007388,PAK6,0.5,0.5,0.5,0.5,0.0799035950867567,0.2390202944627696,No significant signals
OG0007389,BUB1B,0,0,0,0,1,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007390,BMF,0.5,0.5,0.2092671260669742,0.33831453558445634,0.8691257510352433,1,No significant signals
OG0007391,GPR176,0.5,0.5,0.5,0.5,0.9968987147396338,1,No significant signals
OG0007392,FSIP1,3.681697291479935e-8,1.224967641694247e-7,0.04823941862592801,0.091209073364383,0.1723394929488782,0.4504457783085448,Selection associated with trait. No difference between FG-BG dist
OG0007393,THBS1,0.5,0.5,0.3907340242777263,0.5,0.982170456875178,1,No significant signals
OG0007394,CUNH8ORF37 C8H8ORF37,0.5,0.5,0.3665110492436229,0.5,0.9980253796759678,1,No significant signals
OG0007395,PLEKHF2,0.5,0.5,0.5,0.5,0.984538121564799,1,No significant signals
OG0007396,NDUFAF6,0.5,0.5,6.880120467789297e-7,2.4522472210975524e-06,0.9399099106802516,1,No evidence of episodic diversifying selection on test branches
OG0007397,TP53INP1,0.5,0.5,0.00198506065504489,0.00469363795321269,0.9849268954568644,1,No evidence of episodic diversifying selection on test branches
OG0007398,CCNE2,0.5,0.5,0.4600381756827774,0.5,0.1858476935049712,0.478499377340893,No significant signals
OG0007399,ESRP1,0,0,1.415746603822265e-5,4.3772315503672315e-5,0,0,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007400,NA,0.1328521182927592,0.30223507668389543,1.203348259237735e-5,3.741924482732073e-5,0.92789298771468,1,No evidence of episodic diversifying selection on test branches
OG0007401,RAD54B,0.3713387092933978,0.5,0.1382662489730628,0.23503361198445993,1,1,No significant signals
OG0007402,GEM,0.4957738524369179,0.5,0.5,0.5,0.9994514353141408,1,No significant signals
OG0007403,CDH17,2.034156260100062e-8,6.85765028239421e-8,0,0,0,0,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007404,PDP1,0.5,0.5,1.266020497103781e-5,3.931159448129215e-5,0.7133298698700528,1,No evidence of episodic diversifying selection on test branches
OG0007405,RBM12B,0.5,0.5,0.00197932843093617,0.00468264304027383,0.7133412411415478,1,No evidence of episodic diversifying selection on test branches
OG0007406,SORCS1,0,0,0,0,2.622426554580448e-4,0.00146699931501869,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007408,CHRNA4,0.5,0.5,0.02925869378922308,0.05753345513563657,0.9844985639102368,1,No significant signals
OG0007409,PDGFC,0.5,0.5,0.3758857998304024,0.5,0.991913756623105,1,No significant signals
OG0007410,CTSO,0.04062574807419173,0.09900738491525073,4.5418112604167504e-9,2.0166667341019267e-8,0.8963018377809704,1,No evidence of episodic diversifying selection on test branches
OG0007411,TDO2,0.5,0.5,0.5,0.5,0.9999857017669328,1,No significant signals
OG0007412,ASIC5,0.5,0.5,3.719247132494274e-15,2.9340350669649455e-14,0.8423128205712666,1,No evidence of episodic diversifying selection on test branches
OG0007413,RPS6KA2,1.848960695660651e-8,6.255240758501671e-8,5.551115123125783e-17,4.967874899227562e-16,0.1692905004873777,0.44381702248341914,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007414,SFT2D1,0.5,0.5,0.03603873245087796,0.06989672582471937,0.9205644417755254,1,No significant signals
OG0007415,PRR18,0.5,0.5,0.03403586267830738,0.0663094001841675,0.9778123807339938,1,No significant signals
OG0007416,TBXT,0.199363129333646,0.43967597381584417,0.02593684507113414,0.05151651531916338,0.9958338605642046,1,No significant signals
OG0007417,NFIB,0.5,0.5,0,0,0.4145579456204753,0.8915468343438353,No evidence of episodic diversifying selection on test branches
OG0007418,ZDHHC21,0.5,0.5,0.4100905586537419,0.5,0.99970882475216,1,No significant signals
OG0007419,CER1,0.5,0.5,0.01668814814811947,0.03441011057274861,0.905431258751423,1,No significant signals
OG0007420,FREM1,2.744427691867557e-4,7.485117316552738e-4,0.4885533970441965,0.5,0.09119875716762592,0.26649521274046206,Selection associated with trait. No difference between FG-BG dist
OG0007421,TTC39B,6.106226635438361e-16,3.1194383295799043e-15,8.958445651963132e-10,4.2179754446185504e-9,0.5031915180300122,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007422,PSIP1,0.5,0.5,0.00185056459411109,0.00439483699161289,0.7696897563610852,1,No evidence of episodic diversifying selection on test branches
OG0007423,CCDC171,1.165734175856414e-15,5.851660996439331e-15,0.5,0.5,1,1,Selection associated with trait. No difference between FG-BG dist
OG0007424,MAF1,0.5,0.5,0.1155458177695833,0.19974700498960724,0.9912861847337732,1,No significant signals
OG0007425,GPAA1,0.5,0.5,0.5,0.5,0.8839550199086001,1,No significant signals
OG0007426,EXOSC4,0.4808108714228462,0.5,0.4239632921526845,0.5,0.02706038116909892,0.09289192329923922,No significant signals
OG0007427,SMPD5,7.880879133253527e-4,0.00210108219405964,0,0,0.01340235794424371,0.05018779993487021,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007428,PLEC,0,0,0,0,1.174097826628362e-6,9.751096537084304e-6,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007429,EPPK1,0.04007865719174813,0.09770160544715165,0,0,0,0,No evidence of episodic diversifying selection on test branches
OG0007430,PUF60,5.987689299935539e-8,1.970995176935799e-7,4.551914400963142e-15,3.54885290323739e-14,0.9698355933210756,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007431,SCRIB,0,0,0,0,1.201420511945939e-4,7.150683019518676e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007432,IQANK1,0.00319557469576392,0.0082996708934997,0,0,0.00889155629419591,0.03518440825813005,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007433,GIPC2,0.1495036102567628,0.33684046945119117,0.5,0.5,0.5040589261413115,1,No significant signals
OG0007434,DNAJB4,0.5,0.5,0.00119656761927777,0.00291446557197576,0.898451202762487,1,No evidence of episodic diversifying selection on test branches
OG0007435,FUBP1,0.4921867211094569,0.5,0.01030501040837872,0.02199249323652513,1,1,No significant signals
OG0007436,NEXN,0.5,0.5,1.902730563829724e-6,6.444708532047919e-6,0.9736711729934052,1,No evidence of episodic diversifying selection on test branches
OG0007437,MIGA1,0,0,0.5,0.5,3.358850405588143e-7,2.9721361359877084e-6,Selection associated with trait
OG0007438,USP33,0.5,0.5,0.5,0.5,0.8164659231450894,1,No significant signals
OG0007439,ZZZ3,0.5,0.5,5.838579619776851e-11,3.0659628658706843e-10,0.9945466238083416,1,No evidence of episodic diversifying selection on test branches
OG0007440,AK5,0.09261764179779224,0.2166251546265119,0.4988761522349661,0.5,0.7267405340237328,1,No significant signals
OG0007441,PIGK,0,0,2.021866818413542e-8,8.477342755111819e-8,3.485518983870062e-5,2.2920730460799024e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007442,ST6GALNAC5,0.5,0.5,0.5,0.5,1,1,No significant signals
OG0007443,B4GALNT3,4.967172423042676e-6,1.4863731033544717e-5,0,0,5.192041097508149e-4,0.00274981172936569,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007444,NINJ2,0.5,0.5,9.654514771806344e-6,3.0315736877798295e-5,0.9717164094060012,1,No evidence of episodic diversifying selection on test branches
OG0007445,ERC1,0.5,0.5,0.5,0.5,0.9999999984580542,1,No significant signals
OG0007446,ADIPOR2,1.117356601687547e-8,3.821706756062137e-8,0.2232432754295775,0.35809959324699975,0.01327402611146877,0.04981501386324837,Selection associated with trait. No difference between FG-BG dist
OG0007447,DCP1B,1.110223024625157e-16,5.923471057402039e-16,0.04988448246917609,0.09401139183106488,0.01555286395964728,0.05707993414197946,Selection associated with trait. No difference between FG-BG dist
OG0007448,CACNA1C,0,0,0,0,0.1125042473875765,0.3168214585760542,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007449,IL17RA,3.485434163508216e-12,1.4221097242338566e-11,5.489864217703144e-4,0.00139897776619561,0.00733640924516954,0.02976525344945953,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0007450,HDHD5,0.5,0.5,9.154920298928282e-4,0.00226750659035275,0.8579050440300386,1,No evidence of episodic diversifying selection on test branches
OG0007451,ADA2,0,0,4.24325130587988e-10,2.064142597025547e-9,0,0,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0007452,ATP6V1E1,0.030967732544051,0.07628658053977153,0.2267028353894975,0.3627748405067884,0.749135402403873,1,No significant signals
OG0007453,BCL2L13,0.5,0.5,0.03727309209304053,0.07211297540200598,0.6462596673048954,1,No significant signals
OG0007454,BID,0,0,0.5,0.5,1.425415341316238e-12,2.4870049120465172e-11,Selection associated with trait
OG0007455,PEX26,0,0,0.5,0.5,2.728728354384202e-11,4.0024432506509967e-10,Selection associated with trait
OG0007456,USP18,0.5,0.5,0,0,0.1288279862038907,0.35303273990135214,No evidence of episodic diversifying selection on test branches
OG0007457,NA,0.5,0.5,0.1481305319255443,0.25032642516767434,0.9947124167285348,1,No significant signals
OG0007458,BPGM,0.5,0.5,0.5,0.5,0.9999949152805954,1,No significant signals
OG0007459,NA,0.5,0.5,1.558892495371889e-4,4.247687548787258e-4,0.792367542321522,1,No evidence of episodic diversifying selection on test branches
OG0007460,RERG,0.5,0.5,7.174022764733223e-9,3.1245089585305145e-8,0.7462828829900328,1,No evidence of episodic diversifying selection on test branches
