Orthogroups,Gene,LRT P-value (Test),LRT Adj. p-value (Test),LRT P-value (Background),LRT Adj. p-value (Background),LRT Distributions,LRT Adj. p-value (Distributions),Branch-Site (null/alt),LRT (BS),P-value (BS),Adj. P-value (BS),Site (null/alt),LRT (Site),P-value (Site),Adj. P-value (Site),Signal (BUSTED-PH),Signal (PAML)
OG0007536,RBM6,3.208582899372203e-9,1.12645340410414e-8,0.01793017750605413,0.03676089934550875,0.0055910474544486,0.02341961503910853,bsA1/bsA,23.13184999999976,1.5126425633171792e-6,5.095843927561272e-6,M1/M2,3.715656000000308,0.1560111187864844,0.5227954495372364,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007547,NICN1,0,0,0.5,0.5,0,0,bsA1/bsA,40.71479399999998,1.7614854019853962e-10,7.820379482653896e-10,M1/M2,0.0221019999999043,0.9890098379874496,1,Selection associated with trait,PS_fg
OG0007548,AMT,7.059314244273196e-11,2.6900618877120316e-10,0.5,0.5,0.1188041831702382,0.3312278998567144,bsA1/bsA,20.24209200000041,6.823493365337718e-6,2.1932849967113605e-5,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007552,DAG1,0,0,0.5,0.5,0.00128892734309737,0.00628769854969826,bsA1/bsA,55.80610800000068,7.993605777301127e-14,4.3377851377624073e-13,M1/M2,0.5764319999998406,0.7495996612243567,1,Selection associated with trait,PS_fg
OG0007566,F12,0,0,0.02128002961494946,0.04303747985224879,1.181805209249376e-9,1.4067871087818569e-8,bsA1/bsA,72.53974799999924,0,0,M1/M2,12.893199999998616,0.0015859050898914,0.01053835772029923,Selection associated with trait,PS_fg
OG0007576,NA,1.167954621905665e-13,5.199320626528615e-13,0.5,0.5,0.00166310129796343,0.00786474242217242,bsA1/bsA,30.0120040000038,4.293799871213366e-8,1.607011931542056e-7,M1/M2,9.22772399999667,0.0099134585060155,0.05303638573081268,Selection associated with trait,PS_fg
OG0007577,FBXO3,0,0,0.00746866706958493,0.01625190968574001,0,0,bsA1/bsA,647.820858,0,0,M1/M2,1.173678000000109,0.5560822855990701,1,Selection associated with trait,PS_fg
OG0007580,NAT10,0,0,0.5,0.5,2.245860622474005e-6,1.787650915263917e-5,bsA1/bsA,60.91611000000012,5.9952043329758445e-15,3.449045719940598e-14,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007584,PDHX,9.597701522423563e-10,3.4622137963757195e-9,0.02082986511834833,0.04218620471195564,1.409059069010787e-4,8.267116734386002e-4,bsA1/bsA,22.223039999999852,2.427433368090703e-6,8.057413576647336e-6,M1/M2,2.6749900000004345,0.2625024142105401,0.778536673419731,Selection associated with trait,PS_fg
OG0007586,ZBTB6,2.235100993175365e-9,7.898147813368562e-9,0.5,0.5,2.093436535233195e-12,3.552274465864328e-11,bsA1/bsA,17.863169999999627,2.3737076771723764e-5,7.289712772094541e-5,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007594,TMIGD1,8.583486601443369e-5,2.4000482406749893e-4,0.5,0.5,0.02128102910206076,0.07535434772881908,bsA1/bsA,17.448138000000654,2.9525334681035357e-5,8.99256072019994e-5,M1/M2,0.6603020000002289,0.7188151841437732,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007597,CTH,0,0,0.5,0.5,7.241135169255841e-8,6.947475698009873e-7,bsA1/bsA,137.67366000000038,0,0,M1/M2,6.234424000000217,0.0442804503804401,0.18957272935001143,Selection associated with trait,PS_fg
OG0007606,GADD45A,4.322895962710627e-5,1.228179306017655e-4,0.5,0.5,0.6846829672495451,1,bsA1/bsA,12.709363999999823,3.638291442148e-4,0.00100120755359583,M1/M2,0.0161219999999957,0.9919714027358956,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007618,VLDLR,1.766795231228357e-7,5.675518162973348e-7,0.0223256928013511,0.04500501875212961,2.247474226724222e-6,1.787650915263917e-5,bsA1/bsA,15.20821799999976,9.628350141499542e-5,2.815426557562942e-4,M1/M2,0.1822380000012344,0.9129090682554708,1,Selection associated with trait,PS_fg
OG0007632,TULP4,0,0,0.5,0.5,0,0,bsA1/bsA,479.3866159999998,0,0,M1/M2,0.0251659999994444,0.9874958349383324,1,Selection associated with trait,PS_fg
OG0007638,TCP1,5.551115123125783e-17,2.9987110034663246e-16,0.5,0.5,0.0019659338180703,0.00918054027245877,bsA1/bsA,68.22047399999974,1.1102230246251563e-16,6.979894019472463e-16,M1/M2,0.5893839999998818,0.744760938513141,1,Selection associated with trait,PS_fg
OG0007649,IRF8,9.270362255620056e-15,4.3839188502806556e-14,0.01750237854878345,0.0359604900192716,2.464971175325514e-4,0.00138535726847644,bsA1/bsA,43.28122399999938,4.741107506589515e-11,2.2023121669180667e-10,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007652,FOXC2,4.252431740070506e-12,1.729348885271154e-11,0.3592371949564454,0.5,7.2011966389951e-9,7.888500723273872e-8,bsA1/bsA,25.013170000000173,5.694005031919858e-7,1.972911750739734e-6,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007655,NA,0,0,0.5,0.5,7.240874566605271e-13,1.297360838496936e-11,bsA1/bsA,327.46223199999986,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007657,MEAK7 TLDC1,6.707162171715186e-6,1.989845095441317e-5,0.07771763387929415,0.1404989353648238,1,1,bsA1/bsA,11.844180000000051,5.784184040754e-4,0.00156367249974357,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007658,ATP2C2,1.747678392016727e-5,5.07360241681072e-5,0.1118867937795449,0.19431433140039767,6.269996608576633e-5,3.923394840970513e-4,bsA1/bsA,16.737763999999515,4.291815378287822e-5,1.2945516590019186e-4,M1/M2,1.7664220000006026,0.4134531797791353,1,Selection associated with trait,PS_fg
OG0007659,WFDC1,7.152317627046044e-11,2.72430267361164e-10,0.5,0.5,4.047320624200879e-6,3.088669548662646e-5,bsA1/bsA,22.82419400000026,1.775168886997136e-6,5.948206052102109e-6,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007660,MLYCD,0,0,0.00512788467558567,0.01142551853308918,4.594325031526125e-9,5.1702586245548886e-8,bsA1/bsA,35.455432000000656,2.609536253750377e-9,1.0686609675937944e-8,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007665,BAG6,0,0,0.5,0.5,3.402135584917865e-6,2.6217347597399113e-5,bsA1/bsA,49.167773999997735,2.349787031619144e-12,1.1704300723058836e-11,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007678,MRTFB MKL2,0,0,0.01681768089821017,0.03464480279004308,0,0,bsA1/bsA,522.803358000001,0,0,M1/M2,6.910985999998957,0.0315717356530603,0.14452016661219716,Selection associated with trait,PS_fg
OG0007681,SPSB3,0,0,0.02851159754565397,0.05617927257743384,5.3290705182007514e-15,1.1675386396078305e-13,bsA1/bsA,123.7126099999996,0,0,M1/M2,1.688614000000598,0.4298551446309276,1,Selection associated with trait,PS_fg
OG0007682,EME2,8.869072143369294e-12,3.5402652365644774e-11,0.4805538770181404,0.5,7.589770322430356e-4,0.00387732422492988,bsA1/bsA,28.840088000000836,7.860715023344511e-8,2.8848646692897306e-7,M1/M2,0.0534400000005916,0.9736338208309976,1,Selection associated with trait,PS_fg
OG0007709,CCZ1,9.665624116289571e-5,2.695659397433773e-4,0.00519311180318765,0.01155597571221033,0.3596951708012182,0.806425390703042,bsA1/bsA,20.441703999999845,6.14754547711982e-6,1.9830713168058345e-5,M1/M2,1.4916539999994711,0.4743418569715218,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007714,DHRS7B,1.720845688168993e-15,8.548908487608764e-15,0.5,0.5,9.661855759901528e-10,1.172702661236856e-8,bsA1/bsA,53.77019000000018,2.2537527399890685e-13,1.1881164736297757e-12,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007729,ELFN1,0,0,0.09610605645295116,0.17004739573580852,7.853077045893997e-4,0.00399767816206862,bsA1/bsA,30.55155999999988,3.2511034975257764e-8,1.228648086070992e-7,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007730,PSMG3,0.0018069076772495,0.00474566890407198,0.5,0.5,7.996203848738004e-4,0.00406575488290121,bsA1/bsA,9.484746000000086,0.0020718729645545,0.00525007959129162,M1/M2,0.3535099999999147,0.8379850657161572,1,Selection associated with trait,PS_fg
OG0007733,TRAP1,0,0,0.01641646575613692,0.03387412843433689,1.938449400995523e-12,3.3093142953119905e-11,bsA1/bsA,462.2569380000005,0,0,M1/M2,2.195981999999276,0.3335404939027507,0.9253406275790876,Selection associated with trait,PS_fg
OG0007748,NA,0,0,0.1010195853507188,0.1775073079441869,0.0012139027826632,0.00596542571332614,bsA1/bsA,22.750724000001355,1.8443464101514091e-6,6.174914319654368e-6,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007750,HMOX2,1.110223024625157e-15,5.5794831911185305e-15,0.0964331503645698,0.17048671772318424,0.01748542361291827,0.06333983086906435,bsA1/bsA,36.85999400000037,1.2692380479961683e-9,5.293810206342151e-9,M1/M2,4.037699999999859,0.1328081066170345,0.46095686114487466,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007752,NAA60,1.975419978150761e-7,6.329242684530428e-7,0.5,0.5,0.07514025449496309,0.2271095196196757,bsA1/bsA,24.86010400000032,6.164508611350428e-7,2.128771898966339e-6,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007762,TMEM53,1.5792922525292852e-13,6.962402013952335e-13,0.3502712546971905,0.5,3.905316352526e-7,3.4276478412535502e-6,bsA1/bsA,55.21148400000038,1.0824674490095281e-13,5.80433897955043e-13,M1/M2,5.150652000000264,0.07612900069859,0.2965096890309543,Selection associated with trait,PS_fg
OG0007768,EEF1E1,2.018137171266865e-7,6.463715425663749e-7,0.5,0.5,0.00313425579816251,0.01399579446713022,bsA1/bsA,93.11432800000011,0,0,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007772,DSP,0,0,0.4137891768893365,0.5,9.16312758314386e-4,0.00459696846982765,bsA1/bsA,138.97459400000662,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007784,CSNK1G2,1.4321877017664523e-14,6.699541822209121e-14,0.5,0.5,4.877205547093588e-5,3.108051311086002e-4,bsA1/bsA,70.75928799999929,0,0,M1/M2,0.0459359999995285,0.977293756673352,1,Selection associated with trait,PS_fg
OG0007789,AMH,0,0,0.5,0.5,4.667710662431546e-12,7.550349172464036e-11,bsA1/bsA,40.51388399999996,1.952238370961368e-10,8.63894704275719e-10,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007790,OAZ1,0,0,0.5,0.5,0,0,bsA1/bsA,84.76851399999987,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007794,DDX24,1.021088769093126e-11,4.064628430419463e-11,0.5,0.5,0.9515662476632664,1,bsA1/bsA,21.28313800000069,3.962013528591157e-6,1.2939818390485142e-5,M1/M2,3.213001999998596,0.2005882458774526,0.6352577252410884,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007795,ASB2,0,0,0.2868888567838512,0.44421831572865417,4.714442197262247e-5,3.0154310994166654e-4,bsA1/bsA,193.2698020000007,0,0,M1/M2,0.3723079999999754,0.8301457426931946,1,Selection associated with trait,PS_fg
OG0007800,UBR7,4.08534436058261e-7,1.2898420319767205e-6,0.482846483727867,0.5,0.2434752172923211,0.5955439599908837,bsA1/bsA,19.97453999999925,7.848020514678034e-6,2.511675541882588e-5,M1/M2,2.2260459999997693,0.3285642086617171,0.9170251954252172,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007805,GFM2,0,0,0.5,0.5,6.661338147750939e-16,1.5968759094359177e-14,bsA1/bsA,92.50311200000031,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007816,F2RL1,7.905985272005368e-8,2.590624632485212e-7,0.377443170410867,0.5,8.413002221934196e-4,0.00425269399699874,bsA1/bsA,26.067871999999625,3.296234980521007e-7,1.1574554711298172e-6,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007820,MYRIP,0,0,0.5,0.5,0,0,bsA1/bsA,970.01469,0,0,M1/M2,0.0020800000002054,0.9989605406124688,1,Selection associated with trait,PS_fg
OG0007827,LIMD1,3.963898486658568e-5,1.129893857165456e-4,0.5,0.5,0.2419619003274349,0.5926799562506713,bsA1/bsA,13.383573999999498,2.538375684294e-4,7.127618631304292e-4,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007835,NPHP3,0,0,0.4977703975530051,0.5,1.412962102342874e-5,9.909055132637952e-5,bsA1/bsA,212.36655999999857,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007841,PIK3R4,5.3290705182007514e-15,2.563522860728699e-14,0.5,0.5,7.408044188143004e-4,0.00379120132490772,bsA1/bsA,56.11814400000003,6.827871601444714e-14,3.7151116631957223e-13,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007844,NOD1,0,0,0.5,0.5,4.033302082318002e-7,3.522118690250251e-6,bsA1/bsA,210.4717419999997,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007850,CNOT10,0,0,0.5,0.5,8.133493878403898e-13,1.4512836293547902e-11,bsA1/bsA,72.79572399999961,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007854,OSBPL10,0,0,0.4999604044223032,0.5,0,0,bsA1/bsA,460.58586000000105,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007878,NA,0,0,0.5,0.5,4.49372828876804e-5,2.8830738039277253e-4,bsA1/bsA,54.06400999999914,1.9406698470447741e-13,1.0270641397543598e-12,M1/M2,2.779999995254e-4,0.9998610096602896,1,Selection associated with trait,PS_fg
OG0007881,CDK18,1.913531892383524e-7,6.135496478950358e-7,0.4848631947118698,0.5,0.01638890205131116,0.05981845565248704,bsA1/bsA,28.85038600000007,7.81903165547604e-8,2.870863068083321e-7,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007882,LEMD1,1.2882472866237998e-12,5.4171486970079515e-12,0.5,0.5,0.8706321392866172,1,bsA1/bsA,94.72863400000006,0,0,M1/M2,3.927439999999933,0.1403354010153943,0.4807010452660562,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007884,NA,0,0,0.4856437700224135,0.5,0.00117902841966399,0.00579733633168876,bsA1/bsA,70.28665600000022,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007887,COL14A1,0,0,0.05595247234237999,0.1043561844075337,0.00156727011487789,0.00747281298851421,bsA1/bsA,181.2315999999992,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007892,MAL2,0,0,0.08461351262626793,0.1516663915218978,0,0,bsA1/bsA,299.1909559999999,0,0,M1/M2,0.1486079999999674,0.928389420554088,1,Selection associated with trait,PS_fg
OG0007905,L1CAM,0,0,0.4813253177861898,0.5,0,0,bsA1/bsA,279.85459600000104,0,0,M1/M2,0.0310299999982817,0.9846047375707468,1,Selection associated with trait,PS_fg
OG0007908,ARHGAP4,1.033507888714702e-7,3.368729668149541e-7,0.3961868369429912,0.5,0.1525048236901209,0.4074642618753647,bsA1/bsA,13.714458000000375,2.128098966073e-4,6.040264139388064e-4,M1/M2,1.6015879999995375,0.4489723385189146,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007909,NUDT16,1.110223024625157e-15,5.5794831911185305e-15,0.4296519051986817,0.5,1.064281128072553e-4,6.382736578198111e-4,bsA1/bsA,124.01328199999988,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007918,TKTL1,0,0,0.04533121394711326,0.08618109083882208,0,0,bsA1/bsA,415.70518600000105,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007926,NDRG3,5.551115123125783e-17,2.9987110034663246e-16,0.5,0.5,0.03640069857353889,0.12041729566338132,bsA1/bsA,39.25352999999996,3.721948305113187e-10,1.6084911096366347e-9,M1/M2,0.154316000000108,0.925743574565924,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007934,ERGIC3,1.965094753586527e-13,8.597537915843178e-13,0.5,0.5,1.2564649320978558e-10,1.6884235283190752e-9,bsA1/bsA,49.54325400000016,1.940447802439849e-12,9.701045624866869e-12,M1/M2,0.0260740000003352,0.9870476135827772,1,Selection associated with trait,PS_fg
OG0007939,EIF6,0,0,0.5,0.5,0,0,bsA1/bsA,105.03455200000008,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007941,LZTR1,0,0,0.5,0.5,4.285460875053104e-14,8.506050094658158e-13,bsA1/bsA,111.75855000000048,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007946,LMOD1,5.795586233148242e-12,2.3393191819806388e-11,0.2357727551137739,0.37562176413008086,3.029594131098712e-5,2.0044424778691328e-4,bsA1/bsA,35.05627199999981,3.203135867657636e-9,1.2999646264697414e-8,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007947,TIMM17A,1.126506375126457e-5,3.300198432750291e-5,0.5,0.5,0.0013978259277787,0.0067542074701267,bsA1/bsA,26.095640000000003,3.249168831764848e-7,1.1424088855283931e-6,M1/M2,3.879999999298e-4,0.9998060188168182,1,Selection associated with trait,PS_fg
OG0007954,TFPI,0,0,0.199273574802085,0.32501197066288046,0,0,bsA1/bsA,393.01558599999953,0,0,M1/M2,2.234713999999258,0.3271432927304383,0.91468114908556,Selection associated with trait,PS_fg
OG0007959,NFKBIL1,0,0,0.2553577588019945,0.4012831023556311,0,0,bsA1/bsA,108.92020199999934,0,0,M1/M2,6.8842939999995,0.0319959162984394,0.14630596744874472,Selection associated with trait,PS_fg
OG0007960,NA,1.165734175856414e-15,5.851660996439331e-15,0.0149432845566399,0.03112375079498476,0.201230804643152,0.5108260401891365,bsA1/bsA,30.328598000000056,3.6470889530626494e-8,1.3738269740243874e-7,M1/M2,0.0419879999999466,0.9792248399008991,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007961,TNF,2.096404242128425e-4,5.750327198535465e-4,0.04343322797984334,0.08291885174003183,0.00887229445698833,0.03513997081500095,bsA1/bsA,9.361103999999614,0.0022163860673015,0.00558840022986783,M1/M2,12.367525999999998,0.0020626514750576,0.01349756395559398,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0007967,RAB7A,7.771561172376097e-16,3.946894975689127e-15,0.5,0.5,7.826961301304891e-12,1.238291098747578e-10,bsA1/bsA,76.02684199999976,0,0,M1/M2,4.319999998187e-4,0.999784023326411,1,Selection associated with trait,PS_fg
OG0007968,NA,1.645221559543053e-7,5.290876022402668e-7,0.00926653170085006,0.0199087798756595,2.29252940443514e-5,1.5463405663274904e-4,bsA1/bsA,13.50471800000014,2.379644037272e-4,6.709721255284108e-4,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007976,DNAJB6,0,0,0.5,0.5,4.884981308350689e-15,1.0784343939404813e-13,bsA1/bsA,324.1895480000003,0,0,M1/M2,0.0066300000007686,0.9966904885455986,1,Selection associated with trait,PS_fg
OG0007984,COPS8,1.635358515272856e-13,7.198572019924362e-13,0.5,0.5,6.03355728867716e-4,0.00315304376667947,bsA1/bsA,42.84709800000019,5.918987522335328e-11,2.7338323618786303e-10,M1/M2,0.0210080000001653,0.9895509743560036,1,Selection associated with trait,PS_fg
OG0007988,FTCD,0,0,0.5,0.5,1.288369411156509e-11,1.9768703695298632e-10,bsA1/bsA,101.80990800000018,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0007990,MCM3AP,0,0,0.1024364387581496,0.17961022824063155,6.89505119666478e-10,8.47582003635469e-9,bsA1/bsA,120.52434199999698,0,0,M1/M2,3.7431019999967248,0.1538848013001212,0.5178919752333103,Selection associated with trait,PS_fg
OG0008000,CUNH21ORF58 C3H21ORF58,9.72499469842347e-10,3.5066710050065307e-9,0.02874905938649697,0.05658275186052872,0.1968965425851527,0.5020455744053953,bsA1/bsA,91.53314199999932,0,0,M1/M2,0.1594059999997625,0.923390552659238,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0008002,ITGB2,6.111925171192745e-6,1.817615135103162e-5,0.02269461689270036,0.04567423595102998,0.00227209874509748,0.01047562202454641,bsA1/bsA,12.992990000000646,3.126592977886e-4,8.668511022249418e-4,M1/M2,11.924552000000403,0.0025740467695106,0.01640350841217898,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0008007,RCBTB1,0,0,0.5,0.5,1.753396375869798e-7,1.6108165856451414e-6,bsA1/bsA,32.46853600000031,1.2113799408020045e-8,4.732007466977172e-8,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0008008,SPRYD7,2.229050277691158e-12,9.238602060890459e-12,0.5,0.5,6.703559929377434e-11,9.281355953584816e-10,bsA1/bsA,56.5384839999997,5.506706202140776e-14,3.0123832245762033e-13,M1/M2,3.319999996165e-4,0.9998340137774292,1,Selection associated with trait,PS_fg
OG0008016,TNFRSF21,0,0,0.1063677634844368,0.1859985098392233,9.89605199028354e-4,0.00493777215755448,bsA1/bsA,41.0317640000012,1.4977519224856906e-10,6.72292952947884e-10,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0008018,TDRD6,0,0,0.4905567700654202,0.5,0.8983688299199257,1,bsA1/bsA,132.68958200000634,0,0,M1/M2,9.826339999999618,0.0073491545469471,0.04143302878436317,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0008020,ENPP4,0,0,0.07680902770523002,0.13905969158181183,0.00251099350415795,0.01150960687763927,bsA1/bsA,59.36045800000011,1.3100631690576847e-14,7.375002424702159e-14,M1/M2,3.1301280000006955,0.2090746319685702,0.6575290036141856,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0008021,CLIC5,0,0,0.0232459169147497,0.04664274634366888,3.4109893687350734e-8,3.452479765734891e-7,bsA1/bsA,70.8921019999998,0,0,M1/M2,0.9594579999993584,0.6189511048296072,1,Selection associated with trait,PS_fg
OG0008026,MCM3,2.575795132742087e-11,1.0068171218947615e-10,0.5,0.5,0.00240448742421239,0.01104481643796926,bsA1/bsA,30.081035999999585,4.14363525713668e-8,1.551525149943071e-7,M1/M2,0.0378720000007888,0.9812421597311008,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0008030,ELOF1,3.941291737419306e-15,1.9076028353258765e-14,0.2045827022921611,0.33179510975194193,3.497202527569243e-14,7.071212774201923e-13,bsA1/bsA,58.81871999999999,1.7319479184152442e-14,9.709658364687945e-14,M1/M2,3.300000000763e-4,0.9998350136117132,1,Selection associated with trait,PS_fg
OG0008031,CNN1,9.029443859276398e-13,3.828554980802447e-12,0.5,0.5,1.594253188097472e-5,1.1063887000637949e-4,bsA1/bsA,40.33534800000052,2.1390356153005999e-10,9.439859129630064e-10,M1/M2,0.538626000000022,0.7639041162364429,1,Selection associated with trait,PS_fg
OG0008036,WDPCP,0,0,0.3229458690440239,0.49082193316954736,0,0,bsA1/bsA,170.60369999999966,0,0,M1/M2,5.200039999999717,0.0742720927576346,0.2908595355394697,Selection associated with trait,PS_fg
OG0008037,MDH1,6.135203456381078e-11,2.346179881198491e-10,0.0667832095991654,0.12254917215249732,0.01631429352949243,0.05964676645721482,bsA1/bsA,29.10597400000006,6.85253563892374e-8,2.52856387693196e-7,M1/M2,0.2319059999999808,0.8905170766165214,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0008042,AFTPH,3.345839938440065e-9,1.1727379030887129e-8,0.5,0.5,0.1408344376903304,0.38015633929261367,bsA1/bsA,21.939300000000003,2.814115244054172e-6,9.280301346416376e-6,M1/M2,7.731519999999364,0.0209469966685648,0.10173917206122596,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0008043,SERTAD2,3.3551295464118176e-8,1.1193250229239733e-7,0.5,0.5,1.788648608358478e-5,1.2343672294046467e-4,bsA1/bsA,43.55361999999968,4.1250003413040304e-11,1.9282419651788652e-10,M1/M2,9.000000000014552e-5,0.9999550010124848,1,Selection associated with trait,PS_fg
OG0008050,CUNH1ORF189 CZH1ORF189,2.12940776123105e-13,9.30231941731121e-13,0.02052725548085893,0.04167085829963716,0.01162274071331093,0.04446648900662811,bsA1/bsA,71.70949199999995,0,0,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0008057,RACGAP1,0,0,0.1500246237472729,0.2530393561886379,1.136527266132337e-5,8.088410329859576e-5,bsA1/bsA,55.44969800000035,9.592326932761353e-14,5.170823981194764e-13,M1/M2,0.4704760000004171,0.7903827161551304,1,Selection associated with trait,PS_fg
OG0008064,ATG101,0,0,0.4213207418171341,0.5,7.971401316808625e-14,1.5502136403519513e-12,bsA1/bsA,305.00520000000006,0,0,M1/M2,5.1939000000002125,0.074500458444351,0.2916209289083662,Selection associated with trait,PS_fg
OG0008065,BAZ2A,0,0,0.5,0.5,2.203370529475501e-4,0.00124464546749875,bsA1/bsA,55.505472000000736,9.314771176605065e-14,5.031214278712463e-13,M1/M2,0.9358659999998054,0.6262954840493595,1,Selection associated with trait,PS_fg
OG0008067,MIP,4.440892098500626e-16,2.283510411195747e-15,0.5,0.5,3.166461953529875e-6,2.4554266797354424e-5,bsA1/bsA,57.8119700000002,2.886579864025407e-14,1.599523361599355e-13,M1/M2,1.2942979999997988,0.523536252934826,1,Selection associated with trait,PS_fg
OG0008068,TIMELESS,0,0,0.5,0.5,4.09717123850406e-6,3.1157223108975515e-5,bsA1/bsA,86.29358800000045,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0008082,SESN3,0,0,0.457336441834555,0.5,4.859030273585141e-6,3.634403456145705e-5,bsA1/bsA,155.1049439999997,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0008088,CAPN10,0,0,0.5,0.5,0,0,bsA1/bsA,60.79242999999951,6.3282712403633915e-15,3.6355135627501074e-14,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0008110,CA14,5.551115123125783e-17,2.9987110034663246e-16,0.024088546896046,0.04815755113632488,0.1290513901155993,0.35342111710772034,bsA1/bsA,87.78861799999959,0,0,M1/M2,0,1,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0008114,LRFN1,4.203859482743155e-13,1.8099601971969781e-12,0.5,0.5,0,0,bsA1/bsA,38.13643199999933,6.596685420134918e-10,2.80169570429868e-9,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0008131,DPF1,0,0,0.1929835342768422,0.3161831703202939,3.0167368603173367e-10,3.8676801169164805e-9,bsA1/bsA,63.84581000000071,1.3322676295501878e-15,7.963237912215793e-15,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0008153,SEMA4B,0,0,0.5,0.5,0,0,bsA1/bsA,90.58238800000072,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0008156,KIF23,0,0,0.05047386121610525,0.09499799803483576,8.179316881840037e-5,5.020128247903807e-4,bsA1/bsA,166.97208200000023,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0008158,MORF4L1,4.246231144477974e-10,1.5610401157311975e-9,0.02845287351106901,0.05608910418332374,0.0514019854585952,0.16354146402892752,bsA1/bsA,30.57828599999993,3.206625309726263e-8,1.2129668284208838e-7,M1/M2,0.0049119999994218,0.9975470135007312,1,Selection associated with trait. No difference between FG-BG dist,PS_fg
OG0008167,FURIN,0,0,0.5,0.5,2.329247905663578e-13,4.307117815301838e-12,bsA1/bsA,76.12283199999911,0,0,M1/M2,0,1,1,Selection associated with trait,PS_fg
OG0008174,INTS14,0,0,0.5,0.5,0,0,bsA1/bsA,67.24282999999923,2.220446049250313e-16,1.382083149644395e-15,M1/M2,0,1,1,Selection associated with trait,PS_fg
